chart_id,cancion_id,semana,posicion,streams_semana,semanas_en_chart
2180,1758,2023-08-26,6,794697,16
2181,1271,2022-04-02,23,407365,37
2182,1518,2023-05-06,7,376783,38
2183,1899,2023-05-13,4,466896,36
2184,1353,2022-01-08,6,271449,43
2185,1026,2022-11-05,45,653283,34
2186,719,2023-12-23,15,629294,22
2187,795,2023-01-21,38,477426,3
2188,89,2023-09-23,9,79711,41
2189,1628,2022-08-20,38,117816,16
2190,1319,2022-10-01,19,70034,23
2191,1373,2022-08-13,38,683839,25
2192,850,2023-10-28,21,374660,35
2193,1967,2023-09-02,8,1600337,32
2194,607,2023-10-28,26,1571709,8
2195,1285,2022-09-24,18,850166,10
2196,1189,2023-09-02,19,342638,45
2197,129,2022-12-31,33,240154,43
2198,1647,2022-06-04,36,162181,20
2199,676,2022-09-17,33,182305,3
2200,1949,2023-11-25,21,2368766,37
2201,1229,2022-08-06,1,427882,15
2202,1847,2023-07-08,23,56164,31
2203,370,2022-04-16,16,72652,46
2204,1936,2023-01-07,23,356951,12
2205,960,2022-11-26,16,343027,37
2206,128,2023-07-08,9,310066,28
2207,1771,2023-06-10,31,917510,42
2208,732,2023-10-28,40,657273,13
2209,1221,2023-12-02,11,106817,5
2210,1086,2023-01-28,3,275240,41
2211,1524,2023-07-29,4,504012,1
2212,1339,2023-12-09,7,291029,21
2213,838,2022-09-03,35,166789,3
2214,1846,2023-04-01,38,544501,51
2215,1060,2022-10-29,47,510964,10
2216,1799,2023-10-21,46,1886688,10
2217,1601,2023-07-01,21,461708,14
2218,1254,2023-05-13,13,1086918,42
2219,1807,2023-09-16,20,1539892,33
2220,1861,2023-07-29,11,335273,19
2221,969,2023-12-16,10,77171,35
2222,1139,2023-01-28,11,127447,30
2223,1185,2023-01-21,22,400559,7
2224,11,2023-07-29,24,1167267,27
2225,1989,2022-12-03,36,580849,49
2226,286,2022-10-01,3,162498,19
2227,808,2023-02-18,46,653730,42
2228,1627,2022-12-10,50,1173193,51
2229,289,2022-06-11,14,65345,45
2230,541,2022-03-12,16,189071,19
2231,1254,2023-08-12,21,133134,41
2232,1057,2023-06-17,24,816476,38
2233,698,2022-05-07,1,1160398,43
2234,776,2022-07-23,15,454343,40
2235,1973,2022-12-31,5,992601,51
2236,430,2023-08-12,15,584920,8
2237,709,2023-01-14,30,584574,36
2238,559,2022-04-16,29,483402,20
2239,1805,2023-10-21,27,75656,5
2240,98,2023-09-09,10,1432136,42
2241,1142,2023-06-03,19,269850,12
2242,994,2023-05-06,44,861205,17
2243,195,2022-07-23,17,880325,35
2244,599,2023-11-04,26,1737198,28
2245,1047,2022-07-16,38,247781,47
2246,1510,2023-09-30,12,3026006,14
2247,1087,2022-03-12,8,228747,11
2248,437,2022-12-17,17,350165,17
2249,1241,2023-12-09,37,662513,28
2250,880,2022-09-10,14,134202,19
2251,368,2023-07-01,13,204877,30
2252,1406,2022-02-12,11,701185,17
2253,765,2022-12-24,29,1882272,52
2254,1332,2023-01-14,45,709876,24
2255,337,2023-02-18,24,1041334,14
2256,1590,2023-07-22,10,69103,50
2257,569,2023-08-19,28,480222,21
2258,524,2023-07-01,4,1277238,18
2259,1239,2023-10-14,29,623476,52
2260,290,2022-11-12,32,614219,47
2261,1896,2022-10-29,1,163475,15
2262,170,2022-01-29,9,1037148,4
2263,1537,2022-10-01,1,1051408,23
2264,925,2023-06-24,4,525968,29
2265,1445,2022-07-23,41,328101,33
2266,1224,2022-11-05,28,919413,43
2267,1910,2022-11-12,48,362740,2
2268,384,2022-06-25,6,914715,30
2269,1422,2022-06-11,16,381712,18
2270,1989,2023-04-08,48,483505,20
2271,1197,2022-11-12,42,739206,21
2272,1767,2023-04-22,32,203938,41
2273,95,2022-09-03,38,191742,33
2274,1059,2022-12-10,13,601071,5
2275,991,2022-10-22,12,1588615,9
2276,755,2023-10-07,7,345325,4
2277,1596,2023-06-17,36,1192384,46
2278,675,2022-11-12,17,415099,9
2279,420,2023-11-04,11,1873508,23
2280,1945,2023-05-13,15,835222,46
2281,1447,2022-08-27,50,1031478,39
2282,1921,2022-04-30,24,619098,46
2283,752,2022-05-14,38,1064345,31
2284,1416,2023-02-11,14,499223,10
2285,1578,2023-07-22,9,468897,17
2286,1780,2022-03-05,35,1084593,2
2287,917,2023-01-21,31,57590,26
2288,1286,2023-02-25,6,375790,13
2289,447,2023-04-29,19,1070394,2
2290,57,2023-11-18,36,159171,26
2291,670,2022-03-12,7,1635153,15
2292,1416,2022-02-12,27,724695,16
2293,841,2023-07-08,24,768630,22
2294,772,2022-04-16,3,597523,31
2295,128,2022-06-11,14,346627,49
2296,601,2023-09-30,19,358979,40
2297,1901,2022-10-29,41,963511,52
2298,34,2022-10-08,21,124911,31
2299,1013,2023-02-25,36,419142,45
2300,1008,2023-04-29,16,235493,27
2301,1866,2022-03-05,5,2127570,37
2302,984,2022-08-27,32,51849,44
2303,99,2023-05-06,50,82895,13
2304,467,2023-08-19,14,1761535,7
2305,1575,2023-05-06,42,442402,17
2306,1416,2022-02-05,11,124560,48
2307,745,2023-07-15,21,347683,50
2308,1761,2022-06-18,21,244789,12
2309,1110,2022-09-17,31,1260730,51
2310,1728,2022-11-05,7,631702,49
2311,1184,2023-11-04,2,119929,7
2312,775,2023-10-21,31,434415,27
2313,325,2022-10-08,29,122200,38
2314,571,2023-01-28,4,597156,25
2315,224,2023-11-04,13,699558,26
2316,691,2022-09-03,20,462950,1
2317,1068,2022-02-26,16,1740047,7
2318,230,2022-12-31,22,1494196,52
2319,1906,2023-01-28,11,165282,13
2320,1558,2022-03-12,17,50164,50
2321,601,2022-01-15,34,593463,20
2322,437,2022-10-22,21,372789,16
2323,805,2023-07-01,8,253727,47
2324,542,2023-09-30,3,1293793,1
2325,1276,2022-09-17,2,1970031,52
2326,36,2023-08-26,3,1383770,30
2327,349,2022-09-10,10,396768,11
2328,172,2023-04-29,48,657612,50
2329,533,2022-01-01,30,144113,23
2330,796,2022-07-02,48,1556506,25
2331,601,2022-05-07,44,216811,30
2332,1957,2022-03-12,21,157054,35
2333,1409,2022-08-06,5,81022,29
2334,548,2022-05-14,11,449666,46
2335,1403,2022-10-29,40,1532735,21
2336,289,2022-09-10,23,122853,25
2337,1209,2022-02-05,5,114388,3
2338,1728,2022-01-08,35,209137,9
2339,987,2022-04-02,15,597400,26
2340,14,2023-04-22,42,446830,38
2341,1529,2023-07-22,46,100577,21
2342,1209,2023-04-08,47,341967,50
2343,1750,2022-09-17,29,84638,52
2344,1848,2023-12-02,36,1004945,1
2345,1610,2023-06-17,43,106646,11
2346,1185,2022-07-09,27,368665,29
2347,1472,2023-02-18,41,407148,48
2348,1196,2023-08-05,2,427645,36
2349,42,2023-07-29,14,519721,28
2350,330,2023-12-09,6,654630,32
2351,343,2022-08-13,27,52183,39
2352,1450,2023-09-02,3,65701,9
2353,1813,2022-08-20,30,522797,3
2354,556,2023-11-18,39,150533,21
2355,214,2023-02-11,1,941434,14
2356,879,2023-10-28,31,543774,40
2357,1485,2023-12-16,34,2016131,47
2358,1597,2023-09-23,41,700984,37
2359,1944,2022-04-30,26,97548,45
2360,1255,2023-02-11,21,143753,12
2361,125,2022-02-26,20,73833,37
2362,696,2022-08-20,26,725803,15
2363,496,2022-09-10,49,117808,13
2364,1045,2023-09-09,12,594976,13
2365,14,2023-09-23,4,455287,20
2366,1948,2022-02-05,46,551602,5
2367,454,2023-10-07,31,405319,49
2368,1212,2023-09-30,26,56557,39
2369,1629,2023-09-30,34,195991,14
2370,1929,2023-12-09,18,1131332,4
2371,661,2022-08-20,4,1374432,24
2372,1895,2023-07-15,16,101132,17
2373,1127,2023-11-18,30,1574869,9
2374,1095,2023-01-14,14,605128,24
2375,980,2023-10-28,32,1329110,19
2376,1808,2022-10-08,41,306383,37
2377,33,2022-10-29,17,103650,19
2378,1964,2023-01-21,50,230092,40
2379,1098,2023-11-25,9,635078,17
2380,1294,2022-12-10,17,842913,11
2381,395,2023-09-09,19,75711,5
2382,20,2022-01-08,46,383692,32
2383,1153,2023-01-14,14,83265,17
2384,1405,2023-02-18,41,1046130,32
2385,789,2022-01-01,2,373455,25
2386,1942,2023-08-12,29,1281505,13
2387,633,2023-06-03,36,90919,17
2388,1594,2023-12-02,3,250589,28
2389,1540,2023-09-30,23,614337,19
2390,1341,2022-02-26,46,223776,44
2391,652,2022-01-08,46,971185,47
2392,1491,2022-03-05,34,2215047,18
2393,602,2022-04-23,11,215099,29
2394,935,2023-05-06,20,273986,52
2395,193,2023-04-22,28,1760886,18
2396,965,2022-10-22,21,271631,32
2397,1517,2023-04-01,25,455950,46
2398,1292,2022-03-05,7,783192,4
2399,1057,2023-06-10,21,338433,17
2400,1142,2023-02-11,15,283091,8
2401,417,2022-04-02,5,392181,13
2402,1862,2022-11-19,17,805973,45
2403,548,2022-09-24,11,237101,20
2404,1155,2022-11-19,49,266012,28
2405,1025,2022-12-31,11,154829,43
2406,883,2023-12-02,34,654689,30
2407,107,2022-12-03,35,1198552,28
2408,467,2022-01-01,12,152737,40
2409,1407,2023-11-25,8,67600,1
2410,1864,2023-10-21,36,290043,47
2411,902,2022-07-02,15,313947,48
2412,1523,2022-07-02,18,569036,39
2413,1683,2022-05-28,9,94738,13
2414,872,2023-04-29,43,911578,19
2415,788,2022-12-24,29,476642,32
2416,460,2022-05-28,33,444797,39
2417,1007,2023-02-11,42,240164,43
2418,1779,2022-07-09,6,277275,2
2419,808,2023-12-02,5,78511,48
2420,433,2022-10-29,20,750713,32
2421,1312,2023-06-10,3,514101,19
2422,1769,2022-05-14,6,1923858,37
2423,224,2023-06-10,3,268138,40
2424,1646,2023-08-05,28,598672,19
2425,1333,2022-01-08,32,1310030,41
2426,1691,2023-04-15,45,671843,25
2427,1407,2023-12-16,35,70572,3
2428,247,2023-06-10,1,550158,5
2429,896,2022-09-24,31,444158,41
2430,1886,2022-01-01,41,395887,3
2431,1843,2023-09-23,29,452647,10
2432,1160,2022-12-24,45,358617,1
2433,1859,2023-08-05,38,638555,5
2434,29,2023-02-11,29,57512,48
2435,909,2022-10-15,14,154472,34
2436,155,2023-03-04,26,277368,16
2437,781,2022-11-19,31,351349,20
2438,1648,2023-03-11,6,119910,23
2439,974,2022-12-10,41,907804,44
2440,934,2023-12-09,42,1375301,27
2441,1567,2023-01-28,10,745584,43
2442,484,2022-10-29,20,1371257,2
2443,1065,2023-07-15,7,729770,2
2444,1444,2023-05-20,50,340853,44
2445,1969,2022-11-05,23,299722,26
2446,611,2023-07-15,2,141000,1
2447,139,2023-04-01,34,95206,25
2448,669,2022-06-04,22,173986,9
2449,423,2022-06-04,25,429788,8
2450,1448,2022-05-21,9,122482,32
2451,1351,2023-04-29,19,1559639,25
2452,1186,2023-06-10,18,173271,19
2453,760,2022-05-21,34,946774,2
2454,579,2022-05-07,15,904129,6
2455,314,2023-02-25,6,126111,30
2456,1763,2022-06-11,8,670219,46
2457,837,2022-07-16,12,918959,41
2458,1981,2022-06-04,28,1128322,1
2459,1472,2023-02-25,18,1589335,4
2460,247,2023-07-15,7,1380369,19
2461,199,2022-05-28,37,236356,32
2462,1304,2023-07-08,2,205752,24
2463,233,2023-03-11,34,303359,43
2464,886,2023-06-10,17,362750,16
2465,62,2022-03-05,10,183211,2
2466,1857,2022-06-18,38,95007,35
2467,738,2022-12-17,41,584409,1
2468,684,2022-09-03,25,145726,3
2469,403,2023-07-01,47,1281962,1
2470,1158,2023-02-25,25,219617,20
2471,1122,2023-08-26,31,160127,12
2472,1302,2022-10-15,30,157933,1
2473,1679,2022-06-04,36,220870,19
2474,1982,2022-01-01,7,523588,44
2475,1259,2022-02-05,18,1965613,28
2476,1139,2022-03-19,27,383027,24
2477,1314,2023-01-07,31,507743,45
2478,1911,2022-04-16,9,974480,1
2479,184,2023-02-11,4,253260,15
2480,499,2023-10-14,20,149150,18
2481,441,2022-07-23,14,334251,3
2482,920,2022-07-30,16,241870,10
2483,1314,2023-11-25,44,1055441,26
2484,388,2022-04-09,25,1956991,38
2485,1761,2023-07-15,10,632883,24
2486,1384,2023-05-13,12,580312,40
2487,1541,2023-04-22,4,676268,52
2488,601,2022-03-05,21,365241,8
2489,1636,2023-01-28,24,545499,16
2490,82,2022-11-12,28,86963,16
2491,1630,2023-04-29,6,390065,6
2492,605,2022-06-11,19,252008,19
2493,1116,2022-03-12,36,77323,43
2494,329,2022-06-25,28,443483,40
2495,1989,2022-09-24,5,273343,48
2496,946,2022-10-15,24,496548,18
2497,1694,2023-04-01,10,409930,26
2498,573,2023-07-22,28,211633,30
2499,345,2023-09-23,49,438246,8
2500,87,2023-08-26,27,288030,37
2501,1980,2023-12-16,32,1319888,47
2502,444,2023-03-18,3,285508,9
2503,1380,2023-12-23,6,70489,46
2504,250,2023-10-21,20,771057,11
2505,354,2022-04-23,38,1707740,6
2506,597,2023-05-20,45,142793,49
2507,729,2022-01-01,6,1851963,47
2508,677,2023-04-15,20,530113,29
2509,975,2023-02-04,6,989921,17
2510,147,2022-08-13,31,370178,2
2511,1203,2022-09-10,19,537120,2
2512,308,2022-07-09,50,969607,34
2513,425,2022-01-29,31,2081424,42
2514,173,2022-09-03,9,152159,41
2515,1095,2023-08-12,34,1195064,31
2516,1811,2022-08-20,14,600214,33
2517,1633,2022-10-29,6,1517423,50
2518,493,2023-07-08,16,241441,25
2519,1782,2022-08-27,28,188927,10
2520,539,2023-04-08,7,277477,13
2521,83,2023-09-02,29,1129239,27
2522,110,2023-11-11,50,357753,37
2523,212,2023-02-04,38,1562845,48
2524,943,2022-02-05,31,188760,31
2525,414,2023-10-07,28,174578,43
2526,1588,2023-05-27,37,617232,42
2527,1747,2023-08-19,1,222417,43
2528,957,2022-09-10,1,119145,16
2529,638,2023-10-28,28,285753,5
2530,1481,2022-06-11,14,204736,2
2531,378,2022-04-23,28,316349,33
2532,272,2022-08-20,7,153211,11
2533,1429,2022-04-16,9,1623078,22
2534,295,2022-09-17,50,858858,9
2535,456,2022-05-07,40,969115,21
2536,452,2022-09-03,28,226762,33
2537,1826,2022-04-30,8,1021612,25
2538,154,2023-07-08,1,496755,12
2539,397,2023-11-25,34,79202,27
2540,1487,2022-12-17,19,133181,37
2541,693,2022-12-31,11,345261,4
2542,944,2023-02-18,10,300260,28
2543,1323,2022-05-07,36,843052,6
2544,435,2023-09-09,26,1084426,2
2545,233,2023-08-19,5,1050982,16
2546,132,2023-12-02,36,285233,11
2547,1006,2022-07-23,31,554991,50
2548,262,2023-10-07,5,393673,22
2549,1167,2022-01-29,30,1148748,29
2550,852,2023-02-04,7,1148986,12
2551,1308,2022-04-09,5,77688,8
2552,190,2022-02-19,9,474479,12
2553,934,2022-01-08,42,400051,17
2554,1171,2023-09-16,5,785691,16
2555,116,2022-11-05,35,158958,12
2556,393,2022-05-28,30,643718,1
2557,217,2023-04-01,29,720870,30
2558,177,2023-09-02,37,63555,5
2559,1353,2023-04-29,4,332173,33
2560,1857,2022-10-22,38,1980345,51
2561,260,2022-04-16,38,228769,25
2562,1845,2023-01-21,40,1129381,49
2563,960,2022-07-16,26,492020,16
2564,1427,2023-01-14,44,225875,15
2565,885,2023-09-09,6,953905,21
2566,1226,2022-11-19,9,2386815,42
2567,1969,2022-01-01,41,727409,4
2568,1737,2023-06-03,25,81626,37
2569,311,2022-08-06,4,76916,18
2570,1209,2022-06-11,35,388199,22
2571,1156,2023-07-22,30,53042,20
2572,386,2022-12-10,9,613426,48
2573,1839,2023-08-05,8,58218,9
2574,433,2023-04-08,38,1857165,45
2575,798,2023-05-27,13,1112774,22
2576,976,2023-06-10,41,894723,49
2577,27,2022-02-05,25,886754,2
2578,578,2022-04-09,5,949014,18
2579,1284,2022-11-26,25,334806,26
2580,457,2022-08-27,29,834764,46
2581,1702,2022-01-29,46,278761,9
2582,160,2022-01-15,40,993209,29
2583,1115,2023-04-01,43,531123,13
2584,1811,2023-08-19,20,271852,48
2585,1252,2023-05-06,15,734174,6
2586,277,2023-04-29,23,189079,46
2587,975,2022-06-04,7,1721425,13
2588,364,2022-04-30,20,596432,13
2589,1693,2022-11-05,43,306415,10
2590,967,2022-05-14,46,450063,3
2591,815,2023-04-01,4,718881,19
2592,1923,2023-08-26,25,848068,11
2593,1411,2023-05-13,26,1893614,14
2594,1862,2022-12-03,10,167201,44
2595,284,2022-12-24,1,401032,38
2596,93,2023-05-20,22,97956,46
2597,1558,2023-08-26,14,92928,49
2598,1977,2023-04-29,3,105093,40
2599,911,2023-07-29,7,200217,22
2600,955,2023-02-04,17,645914,3
2601,1630,2022-08-20,24,1037125,45
2602,700,2022-06-25,26,336346,50
2603,1992,2022-01-01,8,455068,5
2604,1115,2022-08-13,12,165567,10
2605,420,2022-09-03,17,832904,12
2606,1349,2023-04-15,16,1146211,21
2607,180,2022-01-08,20,382373,46
2608,1588,2023-05-27,19,137697,19
2609,316,2023-09-09,2,52557,5
2610,702,2023-04-22,43,434378,16
2611,1369,2023-09-09,20,394214,1
2612,1757,2023-09-30,8,1350553,8
2613,178,2022-09-24,23,68583,16
2614,112,2023-05-06,12,130643,12
2615,1749,2022-02-19,9,160127,33
2616,1658,2023-07-01,42,446069,42
2617,1096,2022-07-16,5,217551,13
2618,1834,2022-11-05,24,165133,18
2619,1438,2023-03-25,31,411200,16
2620,1030,2023-02-11,10,70751,27
2621,1519,2023-07-22,1,1899311,30
2622,812,2023-07-15,2,1036707,52
2623,1833,2022-09-17,11,208700,16
2624,1934,2023-02-18,40,254864,29
2625,1692,2022-08-27,1,191113,32
2626,1879,2023-05-06,30,1368323,36
2627,1083,2023-07-29,21,579499,17
2628,1940,2023-09-30,6,418214,45
2629,1559,2023-07-15,39,405248,24
2630,1849,2023-03-18,19,140713,5
2631,478,2023-11-25,9,1693664,22
2632,1892,2023-07-08,22,1280189,24
2633,189,2022-02-05,9,1572682,27
2634,1132,2023-02-04,43,221902,30
2635,1488,2023-11-04,1,373751,51
2636,995,2023-12-02,27,415867,13
2637,345,2023-04-15,22,386353,35
2638,131,2023-11-25,25,59688,9
2639,497,2023-02-11,29,945327,42
2640,1944,2023-08-19,30,736285,48
2641,1082,2022-03-05,25,371986,48
2642,247,2023-02-11,20,205579,47
2643,92,2023-03-04,27,553897,3
2644,752,2022-02-12,17,124419,44
2645,1588,2023-05-06,4,3003141,9
2646,526,2023-05-06,22,116960,39
2647,878,2022-03-12,46,80116,50
2648,1755,2023-09-23,41,523901,5
2649,1216,2022-09-03,18,361261,1
2650,73,2022-11-26,34,684701,7
2651,717,2023-07-22,4,118464,38
2652,1594,2023-08-19,38,276078,49
2653,1437,2023-08-05,46,397608,38
2654,664,2023-01-14,47,346190,26
2655,386,2022-02-12,9,487374,26
2656,1890,2023-10-21,19,103653,45
2657,1128,2023-11-11,40,400312,24
2658,641,2022-06-18,15,454578,33
2659,120,2023-07-22,18,1114408,52
2660,891,2022-07-16,18,473237,32
2661,429,2022-12-17,9,446257,20
2662,604,2022-08-06,6,885863,26
2663,1685,2023-06-10,20,83603,6
2664,1700,2022-12-10,40,572008,3
2665,857,2022-08-06,6,885136,3
2666,1063,2022-04-02,20,99686,38
2667,1756,2023-01-21,26,884520,5
2668,860,2022-04-16,37,823597,44
2669,880,2022-02-12,2,50471,40
2670,1672,2022-02-05,21,191285,52
2671,94,2023-05-27,25,132000,28
2672,1515,2022-10-22,21,408041,36
2673,69,2023-10-28,23,1276742,42
2674,1714,2022-06-11,7,511539,22
2675,1227,2023-07-15,16,510404,2
2676,1819,2022-12-10,2,115537,35
2677,792,2023-04-01,36,598875,20
2678,1850,2022-12-03,19,1146061,30
2679,1301,2022-06-25,3,330487,15
2680,1888,2022-01-22,7,622487,42
2681,189,2022-04-02,14,224729,35
2682,759,2023-01-14,20,206601,39
2683,305,2022-09-10,14,152340,39
2684,117,2022-04-16,28,188208,17
2685,443,2022-03-19,27,259851,12
2686,1170,2023-10-28,11,468194,22
2687,236,2022-04-16,23,808553,3
2688,1771,2023-04-29,35,220937,7
2689,1045,2022-08-13,2,142028,34
2690,1911,2022-04-23,23,348702,20
2691,668,2022-09-17,30,829169,23
2692,22,2022-07-30,41,296601,43
2693,1702,2023-04-29,37,1272503,35
2694,181,2022-06-25,4,192452,47
2695,154,2023-05-06,21,760057,31
2696,191,2023-05-06,3,365328,4
2697,1452,2022-01-01,4,106654,6
2698,795,2022-04-16,21,214997,39
2699,1650,2022-04-02,8,1026751,13
2700,1515,2022-09-10,17,52952,12
2701,1631,2022-04-30,20,755994,17
2702,253,2023-11-11,12,884080,5
2703,1206,2023-09-09,32,113824,40
2704,343,2022-09-03,16,1687583,5
2705,162,2023-05-27,25,1078999,25
2706,1047,2022-07-02,19,148330,10
2707,1617,2023-07-22,40,188177,35
2708,1074,2023-12-16,9,903133,24
2709,1850,2022-05-21,19,445240,46
2710,1387,2023-06-24,40,1329177,43
2711,199,2022-12-24,42,1984985,29
2712,246,2023-03-18,1,260371,42
2713,1007,2022-08-20,14,101000,46
2714,1635,2022-02-26,16,657879,26
2715,279,2022-10-15,34,1332759,37
2716,827,2022-10-22,36,140088,28
2717,620,2023-09-09,45,2162869,35
2718,369,2022-04-23,12,158997,23
2719,1761,2023-01-14,48,95113,38
2720,1917,2023-01-21,8,392289,38
2721,433,2022-09-10,19,868848,51
2722,1370,2022-09-03,13,268768,43
2723,450,2023-06-17,3,251614,10
2724,1519,2023-09-30,26,159769,6
2725,414,2023-12-09,19,2187185,15
2726,476,2022-10-29,26,259172,2
2727,670,2022-09-24,33,599012,11
2728,50,2023-01-14,24,121001,29
2729,556,2023-10-28,1,348697,27
2730,9,2022-07-09,3,844388,11
2731,1166,2023-07-29,49,1809007,29
2732,300,2022-11-19,30,147603,37
2733,227,2022-08-06,12,99716,44
2734,372,2023-07-15,36,2241150,22
2735,380,2022-04-02,27,453923,20
2736,733,2022-07-23,20,261881,27
2737,1462,2022-07-09,3,1662930,3
2738,1770,2022-05-14,4,297303,26
2739,1533,2023-08-19,32,181985,42
2740,1875,2022-06-25,26,863555,32
2741,1010,2022-01-01,27,238412,23
2742,734,2022-08-13,41,244287,8
2743,579,2022-02-26,13,344384,38
2744,379,2022-08-27,31,640386,42
2745,752,2023-07-08,2,971832,46
2746,350,2023-04-29,19,178202,14
2747,649,2023-05-13,22,275090,13
2748,1976,2022-09-24,17,392756,27
2749,1573,2023-05-27,3,62972,7
2750,1946,2023-01-07,32,647185,20
2751,1792,2022-12-03,15,467318,43
2752,731,2023-11-04,21,121681,31
2753,191,2023-11-04,9,119819,18
2754,1477,2023-05-27,46,1177765,10
2755,569,2023-09-02,1,624918,4
2756,1120,2023-07-01,16,295561,37
2757,1761,2022-02-05,7,256306,39
2758,719,2022-07-30,22,240522,45
2759,526,2022-01-08,13,581612,45
2760,1790,2023-02-18,13,148462,41
2761,499,2023-08-19,3,2238417,43
2762,1818,2023-07-01,36,630864,16
2763,1857,2023-01-14,16,117978,38
2764,343,2022-06-25,26,124267,3
2765,1921,2022-10-29,8,572478,5
2766,1472,2023-03-25,8,291584,28
2767,66,2022-12-03,41,589342,11
2768,1078,2023-05-06,48,690997,47
2769,538,2023-11-18,35,436008,18
2770,961,2023-01-28,44,198229,43
2771,1543,2022-07-09,7,450545,3
2772,378,2023-11-04,7,323974,38
2773,548,2023-10-07,19,1155171,12
2774,378,2023-09-30,42,723943,47
2775,455,2022-08-20,9,532457,31
2776,939,2022-06-25,49,70266,18
2777,1800,2022-07-23,24,2361138,3
2778,1902,2023-08-05,2,467668,20
2779,634,2023-12-16,10,199862,24
2780,81,2022-08-13,35,497663,3
2781,1988,2022-12-03,12,901588,49
2782,858,2022-10-08,49,436698,18
2783,830,2022-08-13,16,800042,29
2784,1989,2023-06-24,30,316397,48
2785,1344,2022-12-24,50,495753,42
2786,460,2022-11-26,24,324307,15
2787,776,2023-07-08,21,425172,39
2788,765,2023-10-14,38,141666,30
2789,1550,2022-04-16,36,506450,38
2790,1946,2023-03-04,14,1980455,44
2791,1290,2023-04-22,14,773694,37
2792,1621,2022-07-23,49,242866,27
2793,1915,2022-05-14,33,1047036,52
2794,1286,2022-03-05,40,1180361,24
2795,146,2022-05-14,38,147281,2
2796,654,2022-04-23,48,77298,39
2797,585,2022-10-08,23,474872,11
2798,830,2023-07-22,29,373020,48
2799,1466,2023-09-09,21,677082,2
2800,1376,2022-03-19,3,223403,44
2801,641,2022-01-08,47,289188,25
2802,1168,2022-10-22,44,203162,47
2803,1461,2023-02-18,28,222752,38
2804,163,2023-04-08,37,54665,15
2805,1323,2023-04-08,36,407446,47
2806,1337,2023-08-26,30,370424,12
2807,1481,2022-08-20,29,269931,41
2808,1575,2023-02-18,24,438471,18
2809,473,2023-07-08,18,298593,1
2810,832,2023-06-03,17,333311,5
2811,304,2022-03-19,11,50993,50
2812,1001,2022-10-01,27,84303,22
2813,409,2023-09-02,5,131672,23
2814,3,2022-02-05,4,151683,18
2815,1819,2023-02-18,6,350915,48
2816,1085,2023-11-04,48,1089364,4
2817,457,2022-06-25,29,310466,45
2818,1883,2023-08-26,22,543346,21
2819,1868,2022-05-21,7,63070,44
2820,803,2022-05-07,7,1014978,28
2821,981,2022-09-24,21,110030,9
2822,1234,2023-02-04,49,217239,27
2823,231,2023-06-24,13,898413,16
2824,1014,2022-05-07,30,203859,34
2825,1605,2023-08-26,10,199202,12
2826,1661,2023-07-15,2,511891,6
2827,1158,2022-09-10,25,1217787,3
2828,1035,2023-09-23,17,170176,48
2829,913,2022-12-10,32,534869,24
2830,813,2023-09-02,45,508380,18
2831,1990,2022-04-16,47,588703,29
2832,1880,2022-06-18,9,1516558,42
2833,1680,2022-12-17,37,140690,12
2834,1785,2022-02-19,45,581174,13
2835,1498,2023-04-29,4,150678,20
2836,481,2022-04-23,35,238658,42
2837,837,2023-01-28,4,297116,17
2838,1920,2022-07-09,26,952090,8
2839,1756,2023-11-18,32,77603,31
2840,78,2023-01-07,6,711476,3
2841,385,2023-09-23,7,1268584,51
2842,1970,2022-12-10,23,91278,34
2843,1503,2022-07-23,6,832065,11
2844,699,2022-09-24,22,106944,46
2845,1951,2022-01-22,33,1696444,10
2846,1487,2022-01-15,23,894686,24
2847,1435,2023-05-13,49,643696,49
2848,307,2023-10-21,21,449319,39
2849,240,2023-06-24,19,1317999,10
2850,847,2022-11-12,18,113389,15
2851,1585,2022-01-29,11,114931,23
2852,1678,2022-09-24,15,914362,39
2853,21,2022-09-24,20,379198,28
2854,778,2022-02-12,31,982347,23
2855,674,2022-06-25,1,297690,6
2856,1119,2022-06-11,10,350612,47
2857,1400,2022-06-04,45,251792,8
2858,1430,2022-01-22,10,1555303,42
2859,510,2022-03-19,5,362697,9
2860,1860,2022-11-26,19,753446,33
2861,370,2022-03-05,42,645213,18
2862,1760,2022-05-14,8,183996,21
2863,1686,2023-11-04,27,1276601,25
2864,560,2023-01-28,3,443379,3
2865,1976,2023-06-10,26,1018297,29
2866,1080,2023-06-17,10,942455,32
2867,455,2022-04-30,10,80230,50
2868,29,2022-07-02,46,533493,19
2869,934,2023-04-08,40,827911,47
2870,1245,2022-10-22,3,1234887,39
2871,1370,2022-02-12,33,402909,11
2872,686,2023-01-28,13,744574,38
2873,137,2022-11-05,39,1797157,34
2874,1134,2022-10-29,48,929672,43
2875,382,2023-07-15,21,1013525,42
2876,1429,2022-10-01,14,311518,27
2877,923,2023-11-18,16,98084,51
2878,1997,2022-07-16,9,1741117,36
2879,342,2022-06-25,30,645065,39
2880,1889,2022-10-15,34,143866,7
2881,984,2023-11-25,15,1871612,31
2882,1493,2023-09-09,4,679014,42
2883,1987,2022-10-15,45,97357,9
2884,732,2022-07-30,5,143655,37
2885,1324,2023-09-30,31,1052762,12
2886,1357,2023-07-29,24,1587739,28
2887,211,2022-10-08,9,276929,47
2888,38,2023-11-18,8,316588,21
