"cancion_id";"titulo";"artista_id";"album";"anio_lanzamiento";"duracion_seg";"genero";"subgenero";"energia";"bailabilidad";"valencia";"acusticidad";"instrumentalidad";"tempo";"volumen_db";"explicito";"nombre_artistico";"seguidores";"total_reproducciones";"reproducciones_completadas";"ratio_completadas";"puntuacion_media";"num_valoraciones";"en_chart";"mejor_posicion_chart";"semanas_en_chart";"num_playlists"
1732;"Tema 1732";14;"Bad Bunny - Quinto";"2023";252;"rock";"rock-duro";0.63;0.57;0.62;0.16;0.31;175;-11.2;0;"Bad Bunny";1293438;22;16.0;0.7273;3.71;7;1;28;2;2
1733;"Tema 1733";200;"Emma López - Vueltas";"2022";393;"reggaeton";"perreo";0.82;0.85;0.74;0.14;0.22;88;-11.7;0;"Emma López";4550686;16;10.0;0.625;3.8;5;1;35;1;6
1734;"Tema 1734";109;"Diego Ramírez - Cambio de Dirección";"2023";160;"flamenco";"flamenco-fusión";0.54;0.59;0.48;0.68;0.26;61;-2.7;0;"Diego Ramírez";789415;33;21.0;0.6364;3.8;10;1;4;2;4
1735;"Tema 1735";182;"Alex González - 25 Aniversario";"2022";221;"flamenco";"rumba";0.66;0.48;0.66;0.95;0.3;171;-3.9;1;"Alex González";371332;20;17.0;0.85;4.0;8;1;24;1;4
1736;"Tema 1736";73;"Reggaeton Kings - Debut";"2020";370;"pop";"pop-rock";0.61;0.76;0.56;0.2;0.16;153;-14.7;1;"Reggaeton Kings";544299;22;16.0;0.7273;3.5;6;1;14;2;4
1737;"Tema 1737";154;"Francisco Rodríguez - Regreso";"2022";249;"rap";"rap-consciente";0.98;0.91;0.35;0.03;0.14;146;-21.3;0;"Francisco Rodríguez";2026816;30;18.0;0.6;4.17;6;1;25;3;6
1738;"Tema 1738";197;"Emma López - Debut";"2024";256;"latin";"salsa";0.82;0.93;0.89;0.46;0.34;135;-14.2;0;"Emma López";3893396;17;14.0;0.8235;3.8;5;1;30;3;6
1739;"Tema 1739";5;"Duncan Dhu - Vueltas";"2022";272;"clasica";"orquesta";0.2;0.16;0.48;0.92;0.09;88;-19.0;0;"Duncan Dhu";948124;30;22.0;0.7333;3.9;10;1;13;4;7
1740;"Tema 1740";10;"Fito & Fitipaldis - Cambio de Dirección";"2023";247;"indie";"indie-pop";0.48;0.68;0.52;0.58;0.3;81;-22.0;0;"Fito & Fitipaldis";6256250;22;21.0;0.9545;4.25;4;1;1;2;3
1741;"Tema 1741";33;"The Weeknd - Evolución";"2021";372;"electronica";"electro-house";0.83;0.91;0.54;0.14;0.09;130;-27.8;0;"The Weeknd";1038111;25;16.0;0.64;3.5;8;1;11;4;4
1742;"Tema 1742";118;"Miguel Smith - Evolución";"2024";244;"rock";"grunge";0.96;0.55;0.7;0.37;0.37;177;-5.2;1;"Miguel Smith";629486;20;13.0;0.65;4.75;8;1;34;1;3
1743;"Tema 1743";84;"Alex Green - Nuevo";"2020";195;"flamenco";"flamenco-puro";0.84;0.63;0.55;0.97;0.17;157;-13.8;0;"Alex Green";207004;34;26.0;0.7647;4.11;9;1;13;2;4
1744;"Tema 1744";186;"Emma Brown - Segundo Album";"2022";274;"clasica";"musica-clasica-instrumental";0.32;0.17;0.44;0.71;0.35;162;-16.7;1;"Emma Brown";3246288;18;10.0;0.5556;4.75;4;1;27;1;3
1745;"Tema 1745";192;"Laura Green - Quinto";"2020";341;"flamenco";"flamenco-puro";0.74;0.46;0.4;0.7;0.28;109;-27.0;0;"Laura Green";6835369;29;21.0;0.7241;3.6;5;1;48;1;3
1746;"Tema 1746";78;"María Johnson - 25 Aniversario";"2024";396;"electronica";"techno";0.96;0.68;0.4;0.03;0.01;72;-6.8;0;"María Johnson";240787;31;20.0;0.6452;4.0;6;1;11;4;7
1747;"Tema 1747";122;"Miguel Brown - Cuarto";"2023";260;"r&b";"neo-soul";0.71;0.68;0.48;0.21;0.19;130;-1.4;0;"Miguel Brown";6802727;19;13.0;0.6842;3.1;10;1;1;2;3
1748;"Tema 1748";12;"Juan Luis Guerra - 25 Aniversario";"2023";212;"rock";"rock-progresivo";0.7;0.52;0.48;0.22;0.18;129;-27.9;1;"Juan Luis Guerra";17617787;16;14.0;0.875;4.17;12;1;22;1;8
1749;"Tema 1749";54;"Oasis - Debut";"2023";186;"pop";"pop-latino";0.72;0.59;0.79;0.12;0.38;128;-24.2;0;"Oasis";18517215;20;17.0;0.85;4.14;7;1;9;3;5
1750;"Tema 1750";163;"Carlos Johnson - Nuevo";"2020";233;"rap";"hip-hop";0.96;0.88;0.69;0.1;0.29;64;-18.9;0;"Carlos Johnson";3021513;22;18.0;0.8182;3.86;7;1;7;4;4
1751;"Tema 1751";57;"David Bowie - Segundo Album";"2024";267;"latin";"regional-mexicano";0.66;0.81;0.65;0.59;0.04;177;-12.3;0;"David Bowie";1241243;19;13.0;0.6842;2.0;1;1;29;1;5
1752;"Tema 1752";163;"Carlos Johnson - 25 Aniversario";"2022";397;"rap";"rap-consciente";0.89;0.79;0.56;0.02;0.22;181;-21.4;0;"Carlos Johnson";3021513;26;17.0;0.6538;3.8;5;1;12;1;1
1753;"Tema 1753";4;"Los Secretos - Nuevo";"2022";283;"pop";"pop-latino";0.78;0.77;0.89;0.11;0.11;173;-24.1;1;"Los Secretos";4664712;27;19.0;0.7037;4.13;8;1;20;2;3
1754;"Tema 1754";191;"Ana Fernández - Vueltas";"2021";392;"pop";"pop-urbano";0.4;0.58;0.77;0.17;0.2;159;-3.4;0;"Ana Fernández";303178;38;24.0;0.6316;3.64;11;0;0;0;1
1755;"Tema 1755";9;"Bunbury - Regreso";"2024";160;"indie";"dream-pop";0.65;0.4;0.49;0.43;0.07;148;-11.0;1;"Bunbury";4695410;22;18.0;0.8182;4.14;14;1;11;4;6
1756;"Tema 1756";192;"Laura Green - Cambio de Dirección";"2022";275;"flamenco";"flamenco-pop";0.65;0.74;0.7;0.84;0.15;140;-23.7;0;"Laura Green";6835369;20;14.0;0.7;2.8;5;1;11;4;2
1757;"Tema 1757";120;"Sofia González - Debut";"2021";205;"clasica";"opera";0.49;0.15;0.31;0.76;0.07;170;-6.7;0;"Sofia González";2335299;23;13.0;0.5652;4.42;12;1;8;1;4
1758;"Tema 1758";196;"Luis González - Debut";"2022";371;"flamenco";"flamenco-fusión";0.59;0.61;0.58;0.83;0.35;156;-4.0;0;"Luis González";1298702;25;21.0;0.84;3.33;6;1;4;2;5
1759;"Tema 1759";34;"Drake - Reincidencia";"2024";183;"reggaeton";"reggaeton-puro";0.84;0.8;0.57;0.12;0.22;161;-10.5;1;"Drake";24289502;29;22.0;0.7586;3.8;10;1;42;1;4
1760;"Tema 1760";29;"Elefantes - 25 Aniversario";"2022";211;"rock";"rock-alternativo";0.66;0.49;0.37;0.4;0.14;162;-8.7;0;"Elefantes";4587523;18;12.0;0.6667;4.33;6;1;8;2;3
1761;"Tema 1761";91;"Francisco Green - Reflexión";"2021";334;"clasica";"opera";0.12;0.12;0.55;0.77;0.32;141;-11.1;0;"Francisco Green";392117;20;14.0;0.7;3.25;8;1;7;8;10
1762;"Tema 1762";162;"Francisco Pérez - Segundo Album";"2022";377;"indie";"post-punk";0.59;0.38;0.54;0.5;0.19;196;-9.1;0;"Francisco Pérez";3011511;23;17.0;0.7391;3.75;8;1;1;3;7
1763;"Tema 1763";104;"Emma Smith - Vueltas";"2023";266;"latin";"bachata";0.75;0.75;0.66;0.2;0.12;100;-7.5;0;"Emma Smith";2141311;37;29.0;0.7838;4.13;8;1;8;4;4
1764;"Tema 1764";46;"Doja Cat - Reincidencia";"2022";121;"rap";"mumble-rap";0.94;0.67;0.68;0.1;0.37;145;-8.8;0;"Doja Cat";9190046;19;16.0;0.8421;4.33;6;1;18;2;1
1765;"Tema 1765";168;"Gabriel Pérez - Tercero";"2020";316;"r&b";"smooth-jazz";0.65;0.53;0.49;0.1;0.29;167;-19.7;0;"Gabriel Pérez";629296;28;16.0;0.5714;4.13;8;1;12;3;3
1766;"Tema 1766";163;"Carlos Johnson - Debut";"2024";234;"rap";"hip-hop";0.94;0.72;0.63;0.03;0.07;188;-19.8;0;"Carlos Johnson";3021513;22;16.0;0.7273;3.5;4;0;0;0;4
1767;"Tema 1767";154;"Francisco Rodríguez - 25 Aniversario";"2023";131;"rap";"trap";0.82;0.72;0.61;0.02;0.14;123;-4.9;1;"Francisco Rodríguez";2026816;21;15.0;0.7143;4.25;8;1;32;1;4
1768;"Tema 1768";161;"Diego Sánchez - Vueltas";"2020";309;"reggaeton";"reggaeton-puro";0.72;0.99;0.79;0.02;0.12;159;-18.8;0;"Diego Sánchez";1385568;29;16.0;0.5517;3.8;5;1;11;3;1
1769;"Tema 1769";50;"Justin Timberlake - Tercero";"2023";308;"latin";"salsa";0.87;0.85;0.79;0.5;0.05;104;-5.0;0;"Justin Timberlake";2135108;14;13.0;0.9286;2.67;3;1;6;1;6
1770;"Tema 1770";183;"Gabriel Fernández - Cuarto";"2022";187;"pop";"pop-latino";0.68;0.7;0.86;0.31;0.08;76;-17.1;0;"Gabriel Fernández";7768571;31;23.0;0.7419;3.71;7;1;1;5;4
1771;"Tema 1771";53;"Radiohead - 25 Aniversario";"2023";355;"indie";"indie-pop";0.55;0.23;0.78;0.26;0.28;173;-14.8;0;"Radiohead";22940755;35;25.0;0.7143;4.25;4;1;15;3;4
1772;"Tema 1772";46;"Doja Cat - Vueltas";"2024";176;"rap";"mumble-rap";0.71;0.92;0.64;0.1;0.09;144;-26.4;0;"Doja Cat";9190046;26;17.0;0.6538;3.67;9;1;45;1;3
1773;"Tema 1773";41;"Spotify - Cuarto";"2023";155;"rock";"rock-duro";0.75;0.38;0.5;0.49;0.23;68;-3.3;0;"Spotify";1541217;29;22.0;0.7586;3.8;5;1;23;1;4
1774;"Tema 1774";105;"María Johnson - Cambio de Dirección";"2023";317;"rap";"trap-latino";0.9;0.77;0.64;0.09;0.35;166;-21.3;0;"María Johnson";7153796;21;17.0;0.8095;4.5;4;1;15;3;7
1775;"Tema 1775";184;"Juan González - Cambio de Dirección";"2020";393;"indie";"indie-rock";0.36;0.63;0.59;0.64;0.38;172;-28.4;0;"Juan González";6305001;19;16.0;0.8421;3.83;6;1;4;4;5
1776;"Tema 1776";186;"Emma Brown - Debut";"2022";323;"clasica";"orquesta";0.35;0.11;0.51;0.94;0.11;153;-13.3;0;"Emma Brown";3246288;33;22.0;0.6667;3.82;11;0;0;0;7
1777;"Tema 1777";131;"Emma Rodríguez - Regreso";"2023";339;"r&b";"r&b-soul";0.65;0.54;0.73;0.34;0.38;86;-19.8;1;"Emma Rodríguez";1630819;27;21.0;0.7778;3.43;7;1;21;4;2
1778;"Tema 1778";68;"David Guetta - Reflexión";"2024";177;"flamenco";"flamenco-fusión";0.54;0.6;0.43;0.99;0.02;153;-7.4;0;"David Guetta";13463868;19;12.0;0.6316;3.33;6;1;27;1;1
1779;"Tema 1779";87;"Alex Fernández - Tercero";"2021";367;"rap";"hip-hop";0.86;0.73;0.33;0.12;0.23;127;-21.6;1;"Alex Fernández";3933627;20;14.0;0.7;3.75;8;1;6;3;1
1780;"Tema 1780";165;"Sofia González - Evolución";"2020";354;"indie";"dream-pop";0.76;0.35;0.52;0.47;0.04;122;-2.0;0;"Sofia González";293887;21;19.0;0.9048;4.25;4;1;24;4;4
1781;"Tema 1781";88;"Carlos González - Quinto";"2023";289;"rap";"rap-consciente";0.81;0.63;0.45;0.12;0.21;126;-9.2;0;"Carlos González";3054668;22;17.0;0.7727;4.22;9;1;1;3;6
1782;"Tema 1782";153;"Sofia Johnson - Debut";"2021";195;"reggaeton";"perreo";0.72;0.86;0.73;0.02;0.34;66;-27.2;1;"Sofia Johnson";479592;38;25.0;0.6579;3.4;5;1;28;3;5
1783;"Tema 1783";95;"Francisco Torres - 25 Aniversario";"2022";269;"reggaeton";"perreo";0.95;0.87;0.64;0.03;0.03;100;-23.5;0;"Francisco Torres";4431669;29;20.0;0.6897;3.63;8;1;2;3;5
1784;"Tema 1784";79;"David Stone - Vueltas";"2023";270;"indie";"indie-pop";0.36;0.36;0.56;0.49;0.32;92;-10.3;1;"David Stone";1341678;27;18.0;0.6667;4.0;10;0;0;0;8
1785;"Tema 1785";75;"Daddy Yankee - Reincidencia";"2022";236;"rock";"rock-duro";0.84;0.42;0.49;0.27;0.34;114;-23.1;0;"Daddy Yankee";10316767;19;12.0;0.6316;2.5;6;1;9;4;2
1786;"Tema 1786";38;"Bad Bunny - 25 Aniversario";"2020";252;"r&b";"r&b-contemporaneo";0.4;0.7;0.48;0.46;0.34;190;-27.7;0;"Bad Bunny";1322218;22;17.0;0.7727;4.1;10;1;21;2;11
1787;"Tema 1787";133;"Juan Ramírez - Reincidencia";"2023";207;"latin";"merengue";0.64;0.82;0.78;0.31;0.29;99;-12.2;0;"Juan Ramírez";393041;20;14.0;0.7;3.86;7;1;19;2;3
1788;"Tema 1788";129;"Ana Sánchez - Nuevo";"2024";311;"indie";"dream-pop";0.46;0.21;0.68;0.31;0.33;184;-17.4;0;"Ana Sánchez";30929;27;25.0;0.9259;3.71;7;1;5;3;7
1789;"Tema 1789";135;"José Martínez - Vueltas";"2021";367;"clasica";"musica-clasica-instrumental";0.39;0.26;0.63;0.81;0.08;63;-6.7;0;"José Martínez";8599363;24;16.0;0.6667;5.0;1;0;0;0;5
1790;"Tema 1790";17;"Pablo Alborán - Nuevo";"2021";278;"indie";"indie-pop";0.52;0.3;0.75;0.3;0.01;117;-29.4;1;"Pablo Alborán";1913768;29;18.0;0.6207;3.64;11;1;13;3;5
1791;"Tema 1791";156;"Emma Martínez - Reflexión";"2020";220;"electronica";"deep-house";0.85;0.83;0.46;0.05;0.14;187;-9.6;0;"Emma Martínez";841434;26;17.0;0.6538;3.88;8;0;0;0;3
1792;"Tema 1792";164;"Alex García - Debut";"2024";236;"rock";"rock-alternativo";0.62;0.58;0.39;0.5;0.07;153;-6.9;0;"Alex García";2312155;19;12.0;0.6316;3.75;8;1;2;3;4
1793;"Tema 1793";103;"Francisco Stone - Regreso";"2020";288;"latin";"regional-mexicano";0.68;0.72;0.86;0.54;0.16;77;-8.9;0;"Francisco Stone";1142190;24;15.0;0.625;3.4;5;1;4;1;8
1794;"Tema 1794";137;"Ana Ramírez - Evolución";"2024";160;"electronica";"house";0.82;0.9;0.46;0.08;0.19;174;-19.4;0;"Ana Ramírez";2204358;20;16.0;0.8;4.18;11;1;5;2;1
1795;"Tema 1795";64;"Kanye West - Cuarto";"2022";213;"rap";"hip-hop";0.97;0.66;0.36;0.12;0.26;118;-24.2;0;"Kanye West";4029815;24;18.0;0.75;4.67;3;1;1;3;2
1796;"Tema 1796";117;"Miguel Johnson - Tercero";"2020";256;"indie";"post-punk";0.5;0.67;0.42;0.53;0.3;131;-16.6;1;"Miguel Johnson";4893906;26;16.0;0.6154;4.71;7;1;26;2;3
1797;"Tema 1797";49;"Shawn Mendes - Evolución";"2020";187;"indie";"post-punk";0.77;0.57;0.53;0.48;0.28;137;-12.2;1;"Shawn Mendes";6829790;24;16.0;0.6667;4.5;6;1;15;1;7
1798;"Tema 1798";59;"The Beatles - Cuarto";"2024";364;"pop";"pop-rock";0.75;0.62;0.62;0.16;0.02;85;-28.7;0;"The Beatles";870255;29;21.0;0.7241;4.6;5;0;0;0;3
1799;"Tema 1799";14;"Bad Bunny - Nuevo";"2020";220;"rock";"hard-rock";0.95;0.5;0.56;0.35;0.34;89;-15.6;0;"Bad Bunny";1293438;21;15.0;0.7143;3.43;7;1;35;2;3
1800;"Tema 1800";122;"Miguel Brown - Cuarto";"2020";397;"r&b";"neo-soul";0.7;0.61;0.77;0.38;0.1;184;-13.1;0;"Miguel Brown";6802727;25;17.0;0.68;4.33;12;1;2;4;4
1801;"Tema 1801";3;"El Guincho - 25 Aniversario";"2023";177;"r&b";"smooth-jazz";0.59;0.54;0.64;0.23;0.02;109;-1.5;0;"El Guincho";6683728;20;17.0;0.85;4.43;7;1;6;2;5
1802;"Tema 1802";163;"Carlos Johnson - 25 Aniversario";"2023";120;"rap";"trap";0.89;0.91;0.57;0.07;0.21;164;-9.7;0;"Carlos Johnson";3021513;36;29.0;0.8056;4.0;3;1;15;5;2
1803;"Tema 1803";127;"María Sánchez - Regreso";"2021";288;"latin";"regional-mexicano";0.94;0.76;0.86;0.57;0.27;183;-2.1;0;"María Sánchez";5121489;26;19.0;0.7308;4.1;10;0;0;0;4
1804;"Tema 1804";166;"Miguel Smith - Quinto";"2022";392;"rock";"rock-alternativo";0.76;0.59;0.58;0.12;0.36;147;-15.5;0;"Miguel Smith";5420934;23;13.0;0.5652;4.0;8;1;24;2;4
1805;"Tema 1805";144;"María Rodríguez - Cambio de Dirección";"2022";345;"indie";"indie-rock";0.53;0.48;0.37;0.43;0.33;106;-29.5;0;"María Rodríguez";1083791;15;12.0;0.8;3.8;5;1;27;2;1
1806;"Tema 1806";82;"Miguel Torres - Cambio de Dirección";"2023";373;"reggaeton";"reggaeton-trap";0.78;0.8;0.57;0.15;0.32;105;-1.6;1;"Miguel Torres";2938903;14;10.0;0.7143;3.89;9;1;1;4;3
1807;"Tema 1807";111;"Juan Green - Regreso";"2022";168;"reggaeton";"reggaeton-romantico";0.88;0.85;0.77;0.16;0.23;147;-9.1;0;"Juan Green";1036420;23;16.0;0.6957;4.18;11;1;1;4;5
1808;"Tema 1808";138;"David López - Tercero";"2021";175;"rap";"hip-hop";0.98;0.85;0.45;0.14;0.02;114;-18.4;0;"David López";3652260;18;15.0;0.8333;3.8;5;1;7;5;3
1809;"Tema 1809";79;"David Stone - Nuevo";"2024";361;"indie";"indie-rock";0.5;0.28;0.31;0.27;0.26;136;-5.9;0;"David Stone";1341678;22;16.0;0.7273;3.67;12;1;3;1;3
1810;"Tema 1810";54;"Oasis - 25 Aniversario";"2021";285;"pop";"pop-urbano";0.8;0.62;0.74;0.38;0.07;109;-8.5;0;"Oasis";18517215;16;11.0;0.6875;4.17;6;1;3;6;3
1811;"Tema 1811";44;"Justin Bieber - Tercero";"2024";200;"rap";"trap";0.93;0.63;0.64;0.16;0.01;192;-27.3;0;"Justin Bieber";19703383;29;23.0;0.7931;3.36;14;1;6;6;3
1812;"Tema 1812";168;"Gabriel Pérez - 25 Aniversario";"2023";257;"r&b";"neo-soul";0.42;0.6;0.6;0.31;0.11;127;-2.7;0;"Gabriel Pérez";629296;29;21.0;0.7241;4.17;6;1;3;4;2
1813;"Tema 1813";78;"María Johnson - Nuevo";"2021";276;"electronica";"deep-house";0.75;0.62;0.45;0.08;0.16;150;-21.8;0;"María Johnson";240787;28;16.0;0.5714;4.0;8;1;30;1;5
1814;"Tema 1814";81;"Gabriel Torres - Vueltas";"2022";337;"electronica";"trance";0.65;0.89;0.8;0.05;0.15;160;-11.5;0;"Gabriel Torres";5975588;24;19.0;0.7917;3.63;8;1;8;3;7
1815;"Tema 1815";2;"Recycled J - Reflexión";"2023";148;"rap";"rap-consciente";0.92;0.74;0.66;0.11;0.18;150;-10.6;0;"Recycled J";15150607;25;15.0;0.6;4.5;8;1;6;1;3
1816;"Tema 1816";36;"Ariana Grande - Vueltas";"2022";129;"electronica";"techno";0.98;0.88;0.32;0.05;0.19;113;-20.6;0;"Ariana Grande";13718652;32;18.0;0.5625;4.0;10;1;6;2;1
1817;"Tema 1817";66;"J. Cole - Quinto";"2022";132;"r&b";"r&b-contemporaneo";0.65;0.75;0.69;0.5;0.11;169;-3.8;0;"J. Cole";6759256;18;11.0;0.6111;3.43;7;1;16;2;3
1818;"Tema 1818";84;"Alex Green - Cambio de Dirección";"2024";222;"flamenco";"flamenco-fusión";0.81;0.54;0.69;0.64;0.32;188;-14.0;0;"Alex Green";207004;26;19.0;0.7308;4.33;9;1;36;2;4
1819;"Tema 1819";71;"Diplo - Segundo Album";"2020";244;"indie";"indie-pop";0.45;0.53;0.62;0.3;0.01;143;-17.0;0;"Diplo";12335870;19;14.0;0.7368;3.5;6;1;1;7;5
1820;"Tema 1820";185;"Carlos Smith - 25 Aniversario";"2023";143;"latin";"bachata";0.8;0.92;0.88;0.41;0.3;184;-16.8;1;"Carlos Smith";904982;19;13.0;0.6842;3.44;9;1;47;1;1
1821;"Tema 1821";156;"Emma Martínez - 25 Aniversario";"2023";150;"electronica";"house";0.9;0.67;0.49;0.1;0.01;74;-8.3;0;"Emma Martínez";841434;23;12.0;0.5217;3.89;9;1;23;3;4
1822;"Tema 1822";71;"Diplo - Cambio de Dirección";"2022";344;"indie";"indie-folk";0.72;0.4;0.52;0.63;0.31;88;-21.4;0;"Diplo";12335870;25;18.0;0.72;3.86;7;1;2;2;5
1823;"Tema 1823";192;"Laura Green - Segundo Album";"2022";331;"flamenco";"flamenco-fusión";0.63;0.67;0.63;0.66;0.12;98;-3.0;0;"Laura Green";6835369;27;18.0;0.6667;3.0;1;0;0;0;3
1824;"Tema 1824";147;"Laura Fernández - Cuarto";"2024";165;"reggaeton";"reggaeton-romantico";0.91;1.0;0.71;0.19;0.09;122;-6.9;0;"Laura Fernández";2831476;27;18.0;0.6667;3.0;4;1;11;1;7
1825;"Tema 1825";140;"Carlos Green - Reflexión";"2022";391;"latin";"merengue";0.61;0.87;0.74;0.34;0.34;65;-4.4;1;"Carlos Green";10713394;21;14.0;0.6667;3.57;7;1;39;1;2
1826;"Tema 1826";198;"Sofia Pérez - Segundo Album";"2022";304;"reggaeton";"reggaeton-romantico";0.71;0.92;0.55;0.08;0.33;114;-20.7;1;"Sofia Pérez";6832292;27;18.0;0.6667;3.5;2;1;7;2;6
1827;"Tema 1827";120;"Sofia González - Cuarto";"2023";305;"clasica";"opera";0.57;0.05;0.53;0.9;0.1;110;-20.3;0;"Sofia González";2335299;25;19.0;0.76;3.86;7;1;4;4;3
1828;"Tema 1828";181;"Francisco Fernández - Quinto";"2022";131;"rap";"hip-hop";0.95;0.87;0.43;0.11;0.02;90;-23.7;0;"Francisco Fernández";1261397;26;18.0;0.6923;4.4;5;1;23;1;2
1829;"Tema 1829";110;"David Smith - Reincidencia";"2023";144;"pop";"synth-pop";0.59;0.53;0.84;0.32;0.38;75;-9.2;0;"David Smith";250312;21;18.0;0.8571;3.88;8;1;31;1;3
1830;"Tema 1830";132;"Juan García - Nuevo";"2020";343;"r&b";"r&b-soul";0.73;0.67;0.64;0.49;0.26;189;-29.1;0;"Juan García";763502;16;11.0;0.6875;3.6;5;1;7;2;5
1831;"Tema 1831";84;"Alex Green - Reflexión";"2024";371;"flamenco";"flamenco-pop";0.79;0.76;0.72;0.83;0.27;145;-0.3;0;"Alex Green";207004;22;16.0;0.7273;3.71;7;1;11;4;3
1832;"Tema 1832";189;"José Sánchez - Segundo Album";"2024";167;"rap";"mumble-rap";0.73;0.83;0.41;0.13;0.24;88;-25.4;0;"José Sánchez";2272838;30;22.0;0.7333;3.9;10;1;1;4;1
1833;"Tema 1833";132;"Juan García - Segundo Album";"2024";359;"r&b";"neo-soul";0.47;0.69;0.45;0.21;0.33;78;-20.2;0;"Juan García";763502;21;13.0;0.619;4.0;4;1;7;2;3
1834;"Tema 1834";111;"Juan Green - Quinto";"2023";351;"reggaeton";"reggaeton-trap";0.85;0.99;0.49;0.08;0.24;144;-7.3;1;"Juan Green";1036420;23;17.0;0.7391;3.75;4;1;24;1;8
1835;"Tema 1835";166;"Miguel Smith - 25 Aniversario";"2022";352;"rock";"grunge";0.96;0.57;0.61;0.19;0.01;170;-18.5;0;"Miguel Smith";5420934;30;25.0;0.8333;3.14;7;1;22;3;1
1836;"Tema 1836";103;"Francisco Stone - 25 Aniversario";"2022";123;"latin";"regional-mexicano";0.65;0.88;0.8;0.22;0.33;159;-22.5;1;"Francisco Stone";1142190;15;13.0;0.8667;4.0;7;0;0;0;5
1837;"Tema 1837";58;"Queen - Nuevo";"2023";197;"r&b";"r&b-contemporaneo";0.55;0.7;0.57;0.28;0.03;117;-18.0;0;"Queen";2245077;20;13.0;0.65;3.92;12;1;30;1;6
1838;"Tema 1838";197;"Emma López - Nuevo";"2024";354;"latin";"salsa";0.87;0.93;0.72;0.37;0.28;150;-1.7;0;"Emma López";3893396;25;15.0;0.6;3.58;12;1;20;2;3
1839;"Tema 1839";184;"Juan González - 25 Aniversario";"2021";216;"indie";"indie-pop";0.43;0.42;0.7;0.5;0.04;112;-11.2;0;"Juan González";6305001;22;10.0;0.4545;4.0;5;1;8;1;4
1840;"Tema 1840";26;"Taburete - Debut";"2024";140;"clasica";"camara";0.19;0.15;0.46;0.96;0.18;198;-21.6;0;"Taburete";7789680;31;23.0;0.7419;3.5;6;1;10;5;3
1841;"Tema 1841";18;"Enrique Iglesias - Nuevo";"2022";237;"electronica";"techno";0.69;0.91;0.39;0.06;0.07;111;-6.8;0;"Enrique Iglesias";3819639;22;17.0;0.7727;3.57;7;1;29;3;4
1842;"Tema 1842";109;"Diego Ramírez - Quinto";"2021";231;"flamenco";"flamenco-pop";0.69;0.54;0.54;0.94;0.22;66;-8.5;1;"Diego Ramírez";789415;20;16.0;0.8;4.25;8;1;1;3;4
1843;"Tema 1843";113;"Alex González - Segundo Album";"2023";133;"indie";"dream-pop";0.75;0.65;0.46;0.68;0.01;113;-18.7;0;"Alex González";7974850;28;18.0;0.6429;2.75;8;1;29;1;3
1844;"Tema 1844";115;"Diego García - Vueltas";"2023";221;"rap";"hip-hop";0.97;0.7;0.41;0.06;0.24;157;-16.9;0;"Diego García";3020482;22;19.0;0.8636;3.38;8;1;13;2;1
1845;"Tema 1845";32;"Taylor Swift - Segundo Album";"2021";379;"pop";"synth-pop";0.69;0.81;0.77;0.16;0.37;192;-22.1;1;"Taylor Swift";1995690;23;19.0;0.8261;3.67;6;1;14;3;5
1846;"Tema 1846";194;"Sofia Ramírez - Cuarto";"2020";370;"r&b";"r&b-contemporaneo";0.45;0.53;0.63;0.15;0.06;141;-21.0;0;"Sofia Ramírez";3018009;24;17.0;0.7083;3.93;14;1;14;5;4
1847;"Tema 1847";54;"Oasis - Segundo Album";"2024";304;"pop";"pop-rock";0.51;0.71;0.83;0.33;0.1;125;-22.6;0;"Oasis";18517215;23;16.0;0.6957;3.8;10;1;23;3;5
1848;"Tema 1848";117;"Miguel Johnson - Debut";"2020";314;"indie";"dream-pop";0.78;0.2;0.74;0.3;0.38;162;-19.7;0;"Miguel Johnson";4893906;32;24.0;0.75;3.11;9;1;15;3;0
1849;"Tema 1849";26;"Taburete - Nuevo";"2022";278;"clasica";"orquesta";0.32;0.21;0.49;0.8;0.22;171;-8.1;0;"Taburete";7789680;20;13.0;0.65;4.0;7;1;4;5;3
1850;"Tema 1850";167;"Ana Smith - Quinto";"2021";163;"latin";"bachata";0.61;0.7;0.74;0.25;0.27;180;-23.6;1;"Ana Smith";1170430;24;16.0;0.6667;3.73;11;1;19;3;3
1851;"Tema 1851";71;"Diplo - Evolución";"2022";143;"indie";"indie-pop";0.52;0.3;0.57;0.26;0.01;123;-28.5;1;"Diplo";12335870;29;22.0;0.7586;4.0;6;0;0;0;3
1852;"Tema 1852";3;"El Guincho - Tercero";"2024";199;"r&b";"neo-soul";0.73;0.54;0.68;0.13;0.04;180;-14.7;0;"El Guincho";6683728;25;16.0;0.64;3.57;7;1;19;2;4
1853;"Tema 1853";16;"C. Tangana - 25 Aniversario";"2021";270;"rock";"rock-progresivo";0.79;0.59;0.68;0.41;0.24;166;-16.4;0;"C. Tangana";1113057;20;12.0;0.6;4.36;14;1;15;4;4
1854;"Tema 1854";108;"Gabriel García - Tercero";"2021";385;"pop";"pop-urbano";0.54;0.83;0.74;0.27;0.09;106;-28.6;0;"Gabriel García";4236247;23;14.0;0.6087;3.67;6;1;8;2;3
1855;"Tema 1855";29;"Elefantes - Reflexión";"2021";135;"rock";"hard-rock";0.98;0.39;0.48;0.15;0.33;112;-29.2;0;"Elefantes";4587523;35;24.0;0.6857;3.83;6;1;29;1;9
