cancion_id,titulo,artista_id,album,anio_lanzamiento,duracion_seg,genero,subgenero,energia,bailabilidad,valencia,acusticidad,instrumentalidad,tempo,volumen_db,explicito
1518,Tema 1518,163,Carlos Johnson - Debut,2021,192,rap,hip-hop,0.95,0.78,0.6,0.03,0.1,103,-8.0,0
1519,Tema 1519,180,José García - Cambio de Dirección,2021,363,electronica,electro-house,0.67,0.72,0.43,0.05,0.28,134,-19.0,0
1520,Tema 1520,26,Taburete - 25 Aniversario,2023,308,clasica,opera,0.38,0.03,0.6,0.81,0.26,160,-8.2,0
1521,Tema 1521,28,La Casa Azul - Vueltas,2023,337,r&b,neo-soul,0.47,0.77,0.65,0.27,0.07,67,-1.7,0
1522,Tema 1522,31,Extremoduro - 25 Aniversario,2023,125,latin,regional-mexicano,0.86,0.75,0.7,0.52,0.28,137,-7.0,1
1523,Tema 1523,167,Ana Smith - Regreso,2024,347,latin,cumbia,0.75,0.88,0.72,0.28,0.25,150,-0.7,0
1524,Tema 1524,120,Sofia González - Evolución,2023,261,clasica,orquesta,0.26,0.14,0.54,0.86,0.34,100,-7.1,0
1525,Tema 1525,129,Ana Sánchez - Cuarto,2022,388,indie,dream-pop,0.33,0.7,0.68,0.63,0.26,191,-4.3,1
1526,Tema 1526,168,Gabriel Pérez - Tercero,2022,293,r&b,smooth-jazz,0.44,0.6,0.75,0.18,0.03,95,-6.4,0
1527,Tema 1527,196,Luis González - Regreso,2022,321,flamenco,flamenco-puro,0.83,0.47,0.74,0.87,0.21,183,-5.1,0
1528,Tema 1528,121,Francisco Pérez - 25 Aniversario,2021,379,flamenco,flamenco-pop,0.67,0.48,0.51,0.8,0.21,93,-5.8,0
1529,Tema 1529,151,María García - 25 Aniversario,2022,326,latin,cumbia,0.88,0.85,0.83,0.28,0.02,71,-3.8,1
1530,Tema 1530,188,María Smith - Tercero,2021,169,reggaeton,reggaeton-puro,0.72,0.85,0.68,0.08,0.35,187,-21.1,0
1531,Tema 1531,122,Miguel Brown - Nuevo,2021,241,r&b,r&b-soul,0.4,0.59,0.63,0.25,0.21,104,-3.7,0
1532,Tema 1532,99,Gabriel González - Reflexión,2023,152,clasica,orquesta,0.56,0.08,0.43,0.86,0.38,124,-0.0,1
1533,Tema 1533,192,Laura Green - Segundo Album,2023,311,flamenco,flamenco-puro,0.59,0.69,0.55,0.6,0.0,104,-16.2,0
1534,Tema 1534,179,Luis Green - Vueltas,2023,188,clasica,camara,0.34,0.01,0.54,0.79,0.22,110,-21.0,0
1535,Tema 1535,113,Alex González - Regreso,2022,235,indie,indie-pop,0.38,0.4,0.42,0.47,0.08,101,-14.7,0
1536,Tema 1536,136,Miguel Ramírez - Reflexión,2021,164,rock,grunge,0.66,0.5,0.6,0.14,0.19,66,-27.9,0
1537,Tema 1537,172,Carlos Smith - Segundo Album,2021,137,rap,hip-hop,0.88,0.69,0.51,0.1,0.37,61,-13.5,0
1538,Tema 1538,105,María Johnson - 25 Aniversario,2024,156,rap,trap,0.87,0.74,0.68,0.16,0.11,107,-4.7,0
1539,Tema 1539,187,José Brown - Regreso,2024,374,rap,hip-hop,0.83,0.89,0.63,0.04,0.28,113,-21.3,0
1540,Tema 1540,122,Miguel Brown - Cambio de Dirección,2022,302,r&b,neo-soul,0.5,0.59,0.69,0.19,0.0,77,-8.5,0
1541,Tema 1541,161,Diego Sánchez - Reincidencia,2020,160,reggaeton,reggaeton-trap,0.75,0.82,0.5,0.08,0.19,192,-28.7,0
1542,Tema 1542,31,Extremoduro - Vueltas,2021,146,latin,regional-mexicano,0.94,0.88,0.7,0.33,0.18,198,-11.2,0
1543,Tema 1543,58,Queen - Quinto,2022,319,r&b,r&b-contemporaneo,0.45,0.56,0.74,0.2,0.15,77,-3.9,0
1544,Tema 1544,41,Spotify - Quinto,2020,393,rock,grunge,0.87,0.4,0.57,0.11,0.29,121,-15.4,0
1545,Tema 1545,157,Alex Pérez - Cambio de Dirección,2022,324,r&b,r&b-soul,0.68,0.79,0.77,0.46,0.2,199,-19.2,0
1546,Tema 1546,29,Elefantes - 25 Aniversario,2023,254,rock,rock-duro,0.79,0.51,0.65,0.18,0.37,68,-5.5,0
1547,Tema 1547,67,Stromae - Cuarto,2022,150,reggaeton,reggaeton-trap,0.99,0.98,0.51,0.02,0.04,112,-21.3,0
1548,Tema 1548,188,María Smith - Nuevo,2020,240,reggaeton,reggaeton-romantico,0.88,0.96,0.76,0.12,0.0,78,-24.4,0
1549,Tema 1549,145,Gabriel Torres - 25 Aniversario,2020,297,electronica,house,0.64,0.73,0.55,0.01,0.14,166,-24.6,0
1550,Tema 1550,157,Alex Pérez - Segundo Album,2024,365,r&b,neo-soul,0.63,0.64,0.6,0.27,0.38,129,-23.6,0
1551,Tema 1551,27,Sfdk - Debut,2023,379,indie,indie-pop,0.56,0.57,0.58,0.66,0.15,149,-16.1,0
1552,Tema 1552,78,María Johnson - Reflexión,2021,130,electronica,house,0.64,0.81,0.44,0.02,0.22,66,-14.0,0
1553,Tema 1553,51,Bruno Mars - Cambio de Dirección,2024,314,clasica,orquesta,0.14,0.21,0.51,0.76,0.19,183,-8.4,1
1554,Tema 1554,197,Emma López - Reincidencia,2021,340,latin,bachata,0.79,0.8,0.7,0.44,0.38,200,-9.8,1
1555,Tema 1555,113,Alex González - Segundo Album,2024,308,indie,indie-folk,0.34,0.43,0.75,0.25,0.4,109,-1.5,0
1556,Tema 1556,15,Karol G - Cuarto,2021,167,electronica,trance,0.63,0.93,0.48,0.13,0.17,62,-16.8,1
1557,Tema 1557,192,Laura Green - Reflexión,2024,143,flamenco,flamenco-puro,0.75,0.71,0.41,0.84,0.07,123,-19.6,0
1558,Tema 1558,20,Ricky Martin - Debut,2021,344,electronica,techno,0.74,0.76,0.47,0.02,0.06,132,-29.0,1
1559,Tema 1559,90,Juan López - 25 Aniversario,2021,269,reggaeton,reggaeton-trap,0.84,0.99,0.45,0.19,0.29,161,-10.9,0
1560,Tema 1560,32,Taylor Swift - Regreso,2020,159,pop,pop-latino,0.66,0.79,0.54,0.25,0.28,199,-12.4,1
1561,Tema 1561,181,Francisco Fernández - Evolución,2022,232,rap,rap-consciente,0.95,0.63,0.58,0.11,0.15,137,-19.8,0
1562,Tema 1562,200,Emma López - Cambio de Dirección,2022,245,reggaeton,perreo,0.89,0.98,0.6,0.16,0.16,141,-26.9,0
1563,Tema 1563,129,Ana Sánchez - Segundo Album,2020,297,indie,dream-pop,0.33,0.23,0.49,0.37,0.29,184,-7.7,0
1564,Tema 1564,53,Radiohead - Tercero,2024,238,indie,indie-folk,0.33,0.31,0.44,0.47,0.06,113,-26.0,1
1565,Tema 1565,186,Emma Brown - Reflexión,2021,138,clasica,camara,0.57,0.24,0.29,0.82,0.14,172,-6.3,0
1566,Tema 1566,117,Miguel Johnson - Segundo Album,2020,375,indie,indie-rock,0.56,0.26,0.67,0.4,0.11,129,-18.7,0
1567,Tema 1567,99,Gabriel González - Quinto,2020,150,clasica,opera,0.35,0.1,0.32,0.82,0.01,158,-6.8,0
1568,Tema 1568,98,Diego Rodríguez - Reincidencia,2023,142,rap,hip-hop,0.75,0.62,0.56,0.15,0.33,112,-15.2,0
1569,Tema 1569,169,Francisco Stone - Reincidencia,2024,146,latin,merengue,0.67,0.88,0.81,0.3,0.36,68,-26.9,0
1570,Tema 1570,90,Juan López - Debut,2024,292,reggaeton,perreo,0.99,0.97,0.68,0.19,0.29,115,-24.3,0
1571,Tema 1571,88,Carlos González - Evolución,2024,342,rap,rap-consciente,0.83,0.63,0.46,0.15,0.15,74,-20.1,0
1572,Tema 1572,142,Diego Sánchez - Reincidencia,2022,393,rock,hard-rock,0.84,0.56,0.32,0.25,0.06,168,-9.1,0
1573,Tema 1573,146,María Fernández - Reflexión,2024,253,flamenco,flamenco-fusión,0.54,0.67,0.51,0.68,0.37,157,-29.4,0
1574,Tema 1574,61,Metallica - Tercero,2020,263,flamenco,flamenco-pop,0.68,0.41,0.59,0.8,0.13,81,-26.0,0
1575,Tema 1575,198,Sofia Pérez - Cambio de Dirección,2022,292,reggaeton,reggaeton-romantico,0.81,0.93,0.71,0.11,0.24,69,-24.0,0
1576,Tema 1576,93,Laura Green - Quinto,2022,126,indie,indie-rock,0.44,0.28,0.42,0.31,0.21,138,-13.1,0
1577,Tema 1577,83,David Rodríguez - Quinto,2021,347,pop,pop-rock,0.78,0.57,0.76,0.35,0.22,64,-22.3,0
1578,Tema 1578,120,Sofia González - Debut,2022,365,clasica,camara,0.23,0.01,0.35,0.92,0.02,164,-23.4,1
1579,Tema 1579,21,Serrat - Quinto,2024,280,pop,pop-activo,0.68,0.77,0.68,0.31,0.16,172,-25.2,1
1580,Tema 1580,197,Emma López - Reflexión,2022,252,latin,bachata,0.74,0.84,0.88,0.23,0.2,92,-20.1,1
1581,Tema 1581,45,Olivia Rodrigo - Tercero,2024,145,indie,indie-pop,0.55,0.21,0.46,0.61,0.22,89,-16.5,0
1582,Tema 1582,48,Khalid - Regreso,2024,345,pop,synth-pop,0.51,0.6,0.65,0.35,0.39,141,-16.8,1
1583,Tema 1583,184,Juan González - Cuarto,2020,252,indie,indie-folk,0.5,0.62,0.51,0.48,0.09,64,-7.7,0
1584,Tema 1584,91,Francisco Green - Cambio de Dirección,2020,240,clasica,opera,0.37,0.24,0.59,0.76,0.29,87,-6.0,1
1585,Tema 1585,114,Juan Johnson - Segundo Album,2024,159,electronica,techno,0.74,0.66,0.3,0.07,0.14,112,-13.4,0
1586,Tema 1586,96,Gabriel Fernández - Regreso,2023,156,clasica,musica-clasica-instrumental,0.19,0.26,0.33,0.77,0.19,132,-15.0,1
1587,Tema 1587,84,Alex Green - 25 Aniversario,2022,291,flamenco,rumba,0.59,0.51,0.47,0.89,0.31,155,-16.1,0
1588,Tema 1588,76,Ozuna - 25 Aniversario,2020,202,r&b,r&b-contemporaneo,0.65,0.72,0.46,0.49,0.33,71,-23.9,0
1589,Tema 1589,39,Dua Lipa - 25 Aniversario,2020,174,indie,post-punk,0.39,0.26,0.37,0.57,0.19,114,-6.5,0
1590,Tema 1590,131,Emma Rodríguez - Evolución,2024,296,r&b,neo-soul,0.66,0.68,0.67,0.11,0.12,156,-10.9,0
1591,Tema 1591,9,Bunbury - Regreso,2021,315,indie,indie-rock,0.3,0.22,0.73,0.54,0.11,79,-9.4,0
1592,Tema 1592,58,Queen - 25 Aniversario,2024,400,r&b,smooth-jazz,0.68,0.59,0.41,0.47,0.14,197,-26.8,0
1593,Tema 1593,136,Miguel Ramírez - Reflexión,2020,361,rock,grunge,0.8,0.53,0.39,0.21,0.1,193,-0.2,0
1594,Tema 1594,69,Calvin Harris - Cuarto,2024,270,pop,pop-urbano,0.48,0.7,0.87,0.14,0.39,144,-1.6,1
1595,Tema 1595,197,Emma López - Nuevo,2021,353,latin,merengue,0.91,0.75,0.79,0.5,0.39,89,-24.6,0
1596,Tema 1596,114,Juan Johnson - Evolución,2023,305,electronica,house,0.91,0.72,0.39,0.06,0.32,150,-16.1,0
1597,Tema 1597,20,Ricky Martin - Nuevo,2023,237,electronica,electro-house,0.82,0.95,0.5,0.09,0.15,167,-18.2,1
1598,Tema 1598,33,The Weeknd - Cambio de Dirección,2021,328,electronica,trance,0.88,0.93,0.57,0.12,0.04,95,-23.7,0
1599,Tema 1599,74,Luis Fonsi - Nuevo,2022,180,r&b,r&b-soul,0.58,0.51,0.5,0.31,0.01,164,-22.1,0
1600,Tema 1600,38,Bad Bunny - 25 Aniversario,2023,221,r&b,neo-soul,0.58,0.67,0.77,0.36,0.17,176,-2.1,1
1601,Tema 1601,31,Extremoduro - Reincidencia,2022,360,latin,cumbia,0.87,0.75,0.64,0.47,0.22,92,-6.3,0
1602,Tema 1602,111,Juan Green - Debut,2021,157,reggaeton,reggaeton-trap,0.92,0.93,0.79,0.11,0.05,191,-5.2,0
1603,Tema 1603,100,David Johnson - Reincidencia,2022,185,flamenco,rumba,0.6,0.71,0.78,0.88,0.24,121,-16.2,0
1604,Tema 1604,31,Extremoduro - Nuevo,2022,175,latin,cumbia,0.73,0.79,0.79,0.5,0.27,78,-24.0,0
1605,Tema 1605,91,Francisco Green - Vueltas,2023,350,clasica,musica-clasica-instrumental,0.35,0.24,0.44,0.86,0.31,134,-10.2,0
1606,Tema 1606,180,José García - Tercero,2021,380,electronica,house,0.76,0.91,0.38,0.15,0.05,98,-29.6,0
1607,Tema 1607,152,Emma Green - 25 Aniversario,2022,352,r&b,smooth-jazz,0.71,0.57,0.69,0.42,0.34,142,-0.3,0
1608,Tema 1608,131,Emma Rodríguez - Evolución,2024,263,r&b,r&b-soul,0.5,0.71,0.45,0.26,0.34,119,-19.0,0
1609,Tema 1609,88,Carlos González - Debut,2024,385,rap,mumble-rap,0.88,0.78,0.56,0.19,0.02,190,-12.8,0
1610,Tema 1610,110,David Smith - Quinto,2022,316,pop,pop-latino,0.75,0.67,0.53,0.27,0.13,105,-25.4,0
1611,Tema 1611,11,Javier Álvarez - Evolución,2021,340,pop,synth-pop,0.74,0.68,0.87,0.34,0.28,131,-29.8,0
1612,Tema 1612,158,Juan Pérez - Nuevo,2020,297,rap,trap,0.83,0.67,0.66,0.03,0.11,102,-14.5,1
1613,Tema 1613,71,Diplo - Vueltas,2023,234,indie,indie-pop,0.43,0.3,0.6,0.24,0.02,133,-18.8,0
1614,Tema 1614,67,Stromae - 25 Aniversario,2020,238,reggaeton,perreo,0.92,0.91,0.57,0.11,0.15,96,-1.9,1
1615,Tema 1615,142,Diego Sánchez - Cambio de Dirección,2021,134,rock,grunge,0.62,0.5,0.66,0.42,0.07,70,-21.1,0
1616,Tema 1616,139,Ana García - Cambio de Dirección,2021,123,pop,pop-rock,0.69,0.53,0.82,0.32,0.29,66,-27.0,0
1617,Tema 1617,73,Reggaeton Kings - 25 Aniversario,2023,347,pop,synth-pop,0.69,0.74,0.83,0.11,0.01,92,-18.8,0
1618,Tema 1618,76,Ozuna - Segundo Album,2020,347,r&b,smooth-jazz,0.45,0.67,0.77,0.26,0.34,186,-30.0,0
1619,Tema 1619,36,Ariana Grande - Quinto,2020,301,electronica,house,0.67,0.61,0.46,0.14,0.04,116,-11.8,0
1620,Tema 1620,84,Alex Green - Tercero,2024,291,flamenco,flamenco-pop,0.68,0.78,0.45,0.68,0.01,176,-17.0,0
1621,Tema 1621,132,Juan García - Regreso,2020,281,r&b,r&b-soul,0.5,0.76,0.64,0.35,0.21,170,-27.2,1
1622,Tema 1622,181,Francisco Fernández - Reflexión,2024,282,rap,hip-hop,0.83,0.95,0.63,0.18,0.33,69,-26.9,0
1623,Tema 1623,161,Diego Sánchez - Debut,2021,190,reggaeton,reggaeton-romantico,0.77,0.8,0.52,0.02,0.19,116,-9.7,0
1624,Tema 1624,68,David Guetta - Vueltas,2021,368,flamenco,flamenco-fusión,0.85,0.7,0.78,0.62,0.0,187,-10.2,0
1625,Tema 1625,51,Bruno Mars - Regreso,2020,384,clasica,camara,0.24,0.08,0.37,0.78,0.2,60,-16.8,0
1626,Tema 1626,126,Francisco Fernández - Cambio de Dirección,2024,226,rock,rock-alternativo,0.8,0.5,0.45,0.2,0.07,69,-19.5,0
1627,Tema 1627,68,David Guetta - 25 Aniversario,2023,240,flamenco,flamenco-pop,0.8,0.7,0.67,0.69,0.24,183,-12.9,0
1628,Tema 1628,47,Post Malone - Quinto,2021,269,rap,rap-consciente,0.85,0.79,0.5,0.11,0.29,185,-26.7,0
1629,Tema 1629,101,José Brown - 25 Aniversario,2022,398,rock,hard-rock,0.9,0.34,0.33,0.49,0.38,135,-28.2,1
1630,Tema 1630,29,Elefantes - Reflexión,2022,334,rock,hard-rock,0.78,0.36,0.49,0.43,0.38,143,-11.0,1
1631,Tema 1631,109,Diego Ramírez - Segundo Album,2021,357,flamenco,flamenco-pop,0.64,0.64,0.52,0.96,0.35,89,-13.3,0
1632,Tema 1632,102,David Torres - Evolución,2021,367,rock,hard-rock,0.73,0.39,0.31,0.43,0.18,165,-20.2,0
1633,Tema 1633,8,Leiva - Quinto,2022,379,flamenco,flamenco-fusión,0.69,0.73,0.45,0.94,0.36,164,-1.6,1
1634,Tema 1634,198,Sofia Pérez - Nuevo,2022,282,reggaeton,reggaeton-romantico,0.82,0.84,0.55,0.07,0.07,160,-11.8,0
1635,Tema 1635,109,Diego Ramírez - Reincidencia,2022,147,flamenco,flamenco-pop,0.69,0.75,0.41,0.86,0.31,184,-7.2,0
1636,Tema 1636,87,Alex Fernández - Regreso,2020,277,rap,rap-consciente,0.97,0.86,0.67,0.07,0.2,164,-29.6,1
1637,Tema 1637,43,Harry Styles - Cambio de Dirección,2021,176,clasica,opera,0.1,0.07,0.25,0.78,0.07,93,-29.1,0
1638,Tema 1638,6,Måneskin - Evolución,2020,314,r&b,r&b-soul,0.72,0.5,0.69,0.16,0.36,145,-3.2,0
1639,Tema 1639,197,Emma López - Reflexión,2024,152,latin,cumbia,0.83,0.87,0.6,0.59,0.35,192,-3.1,1
1640,Tema 1640,138,David López - Cuarto,2021,394,rap,rap-consciente,0.9,0.72,0.66,0.06,0.23,118,-27.0,0
1641,Tema 1641,42,Beyoncé - Nuevo,2022,331,latin,salsa,0.92,0.74,0.67,0.42,0.31,123,-11.4,0
1642,Tema 1642,10,Fito & Fitipaldis - Debut,2024,172,indie,post-punk,0.42,0.2,0.68,0.69,0.32,161,-16.2,0
1643,Tema 1643,11,Javier Álvarez - Tercero,2022,274,pop,pop-activo,0.76,0.64,0.71,0.24,0.18,118,-6.7,0
1644,Tema 1644,177,Luis López - Cuarto,2020,259,flamenco,flamenco-puro,0.71,0.53,0.5,0.62,0.23,156,-23.1,0
1645,Tema 1645,34,Drake - Evolución,2022,163,reggaeton,reggaeton-puro,0.74,0.93,0.67,0.15,0.2,78,-3.2,0
1646,Tema 1646,181,Francisco Fernández - Reflexión,2023,130,rap,trap-latino,0.98,0.88,0.55,0.06,0.39,198,-21.8,0
1647,Tema 1647,39,Dua Lipa - Segundo Album,2024,320,indie,indie-pop,0.4,0.42,0.33,0.69,0.24,139,-13.3,0
1648,Tema 1648,109,Diego Ramírez - Cambio de Dirección,2020,274,flamenco,flamenco-pop,0.76,0.6,0.41,0.84,0.29,177,-17.5,1
1649,Tema 1649,68,David Guetta - Regreso,2024,361,flamenco,rumba,0.8,0.49,0.49,0.66,0.15,134,-4.6,0
1650,Tema 1650,57,David Bowie - Reincidencia,2024,262,latin,bachata,0.89,0.8,0.78,0.49,0.1,132,-25.0,0
1651,Tema 1651,137,Ana Ramírez - Cambio de Dirección,2021,315,electronica,house,0.99,0.82,0.79,0.05,0.28,187,-23.3,0
1652,Tema 1652,96,Gabriel Fernández - Reflexión,2024,175,clasica,musica-clasica-instrumental,0.23,0.15,0.36,0.75,0.11,117,-28.9,0
1653,Tema 1653,7,Melendi - Reincidencia,2021,348,electronica,deep-house,0.88,0.77,0.35,0.03,0.04,182,-11.6,0
1654,Tema 1654,165,Sofia González - Quinto,2022,193,indie,indie-rock,0.35,0.58,0.31,0.32,0.36,84,-8.4,0
1655,Tema 1655,54,Oasis - Vueltas,2024,247,pop,pop-activo,0.43,0.79,0.7,0.35,0.24,96,-9.5,0
1656,Tema 1656,122,Miguel Brown - Cambio de Dirección,2024,239,r&b,r&b-soul,0.75,0.57,0.65,0.28,0.02,186,-29.6,0
1657,Tema 1657,80,Francisco Stone - Evolución,2022,197,pop,pop-activo,0.45,0.73,0.73,0.27,0.01,142,-15.9,0
1658,Tema 1658,154,Francisco Rodríguez - Reincidencia,2020,257,rap,hip-hop,0.98,0.74,0.55,0.16,0.31,185,-14.4,0
1659,Tema 1659,81,Gabriel Torres - Regreso,2021,284,electronica,electro-house,0.94,0.74,0.74,0.04,0.11,183,-28.4,0
1660,Tema 1660,190,Sofia Ramírez - Evolución,2020,173,rock,hard-rock,0.92,0.43,0.39,0.19,0.36,79,-5.0,0
1661,Tema 1661,194,Sofia Ramírez - Debut,2021,386,r&b,r&b-soul,0.59,0.68,0.59,0.26,0.37,102,-26.2,1
1662,Tema 1662,30,Bunbury - Debut,2023,373,flamenco,flamenco-fusión,0.67,0.54,0.6,0.78,0.21,194,-25.8,0
1663,Tema 1663,192,Laura Green - Cambio de Dirección,2023,324,flamenco,flamenco-puro,0.71,0.5,0.47,0.63,0.31,135,-17.2,1
1664,Tema 1664,76,Ozuna - Evolución,2022,387,r&b,r&b-contemporaneo,0.62,0.72,0.67,0.29,0.16,155,-18.7,0
1665,Tema 1665,43,Harry Styles - Tercero,2022,387,clasica,camara,0.42,0.15,0.62,0.96,0.07,155,-25.9,0
1666,Tema 1666,65,Kendrick Lamar - Vueltas,2023,227,pop,pop-latino,0.65,0.61,0.51,0.37,0.09,94,-2.1,1
1667,Tema 1667,184,Juan González - Vueltas,2020,282,indie,dream-pop,0.66,0.58,0.4,0.32,0.21,105,-24.8,1
1668,Tema 1668,18,Enrique Iglesias - Debut,2022,216,electronica,techno,0.72,0.71,0.38,0.03,0.32,84,-25.0,0
1669,Tema 1669,85,José Johnson - Segundo Album,2020,359,reggaeton,reggaeton-trap,0.71,0.93,0.79,0.07,0.05,77,-12.9,0
1670,Tema 1670,144,María Rodríguez - Cuarto,2022,127,indie,indie-pop,0.75,0.59,0.61,0.36,0.22,130,-27.3,0
1671,Tema 1671,110,David Smith - 25 Aniversario,2022,308,pop,synth-pop,0.67,0.75,0.89,0.18,0.01,163,-13.6,0
1672,Tema 1672,144,María Rodríguez - Cambio de Dirección,2021,159,indie,post-punk,0.65,0.6,0.4,0.33,0.21,99,-20.1,1
1673,Tema 1673,56,The Strokes - Quinto,2021,254,r&b,r&b-soul,0.7,0.64,0.72,0.33,0.31,92,-20.0,0
1674,Tema 1674,151,María García - Regreso,2023,289,latin,regional-mexicano,0.89,0.77,0.76,0.29,0.19,130,-20.5,0
1675,Tema 1675,189,José Sánchez - 25 Aniversario,2023,227,rap,hip-hop,0.78,0.94,0.36,0.16,0.39,60,-29.4,0
1676,Tema 1676,56,The Strokes - Segundo Album,2024,195,r&b,neo-soul,0.64,0.58,0.42,0.26,0.37,102,-29.6,0
1677,Tema 1677,1,La Casa Azul - Nuevo,2020,146,rock,rock-alternativo,0.84,0.45,0.65,0.13,0.27,190,-9.6,0
1678,Tema 1678,109,Diego Ramírez - Regreso,2023,287,flamenco,flamenco-pop,0.77,0.78,0.73,0.62,0.19,188,-18.1,0
1679,Tema 1679,62,Eminem - Cambio de Dirección,2023,313,latin,bachata,0.71,0.81,0.72,0.37,0.39,181,-27.3,0
1680,Tema 1680,134,Emma Fernández - Nuevo,2024,160,pop,synth-pop,0.77,0.67,0.75,0.35,0.14,114,-17.1,0
1681,Tema 1681,163,Carlos Johnson - Quinto,2021,343,rap,mumble-rap,0.82,0.73,0.67,0.17,0.04,173,-26.8,0
1682,Tema 1682,65,Kendrick Lamar - Regreso,2020,342,pop,pop-latino,0.57,0.53,0.75,0.14,0.21,105,-29.8,1
1683,Tema 1683,94,José Rodríguez - Vueltas,2022,337,flamenco,flamenco-fusión,0.63,0.67,0.59,0.99,0.35,108,-19.2,0
1684,Tema 1684,46,Doja Cat - Evolución,2020,220,rap,rap-consciente,0.71,0.9,0.66,0.16,0.05,152,-0.1,0
1685,Tema 1685,2,Recycled J - 25 Aniversario,2022,288,rap,trap-latino,0.78,0.85,0.66,0.05,0.36,154,-20.7,0
1686,Tema 1686,129,Ana Sánchez - Debut,2024,259,indie,indie-rock,0.79,0.34,0.78,0.23,0.28,130,-14.0,0
1687,Tema 1687,102,David Torres - Debut,2022,260,rock,rock-duro,0.79,0.37,0.58,0.18,0.22,67,-22.4,0
1688,Tema 1688,121,Francisco Pérez - 25 Aniversario,2023,371,flamenco,flamenco-fusión,0.88,0.41,0.48,0.7,0.17,181,-23.0,0
1689,Tema 1689,166,Miguel Smith - Reflexión,2024,173,rock,rock-duro,0.8,0.56,0.58,0.33,0.04,154,-9.2,1
1690,Tema 1690,183,Gabriel Fernández - Tercero,2021,187,pop,pop-activo,0.47,0.78,0.6,0.23,0.14,167,-4.2,0
1691,Tema 1691,31,Extremoduro - Debut,2023,151,latin,merengue,0.64,0.84,0.64,0.48,0.36,84,-17.0,0
1692,Tema 1692,72,Bob Marley - Cuarto,2024,128,electronica,deep-house,0.8,0.92,0.56,0.07,0.23,141,-9.3,0
1693,Tema 1693,44,Justin Bieber - 25 Aniversario,2022,384,rap,trap-latino,0.73,0.89,0.47,0.01,0.31,163,-18.7,0
1694,Tema 1694,171,Alex Ramírez - Regreso,2020,153,pop,pop-urbano,0.44,0.72,0.85,0.37,0.38,188,-4.0,1
1695,Tema 1695,69,Calvin Harris - Segundo Album,2021,347,pop,pop-activo,0.4,0.63,0.83,0.21,0.24,130,-11.8,0
1696,Tema 1696,177,Luis López - Cambio de Dirección,2023,208,flamenco,flamenco-puro,0.65,0.76,0.6,0.79,0.4,139,-15.2,0
1697,Tema 1697,90,Juan López - Segundo Album,2022,358,reggaeton,reggaeton-puro,0.75,0.9,0.73,0.16,0.32,178,-8.8,1
1698,Tema 1698,24,Paco de Lucía - Tercero,2020,215,flamenco,flamenco-pop,0.6,0.74,0.76,0.68,0.05,65,-0.7,0
1699,Tema 1699,3,El Guincho - Cuarto,2022,355,r&b,r&b-soul,0.7,0.77,0.75,0.32,0.26,123,-13.6,0
1700,Tema 1700,175,Emma Martínez - Regreso,2021,187,r&b,r&b-contemporaneo,0.42,0.72,0.6,0.36,0.2,73,-15.2,0
1701,Tema 1701,74,Luis Fonsi - Tercero,2022,191,r&b,r&b-contemporaneo,0.46,0.58,0.46,0.18,0.39,165,-25.4,1
1702,Tema 1702,49,Shawn Mendes - Quinto,2021,210,indie,indie-folk,0.43,0.5,0.61,0.28,0.32,126,-6.4,0
1703,Tema 1703,68,David Guetta - Segundo Album,2023,301,flamenco,flamenco-pop,0.59,0.52,0.78,0.93,0.28,149,-27.5,0
1704,Tema 1704,134,Emma Fernández - Vueltas,2021,138,pop,synth-pop,0.57,0.7,0.57,0.23,0.24,158,-20.2,1
1705,Tema 1705,146,María Fernández - Cuarto,2023,297,flamenco,flamenco-pop,0.81,0.74,0.53,0.94,0.04,113,-4.9,0
1706,Tema 1706,129,Ana Sánchez - Cambio de Dirección,2022,166,indie,post-punk,0.38,0.24,0.62,0.44,0.36,113,-19.1,0
1707,Tema 1707,120,Sofia González - Quinto,2020,179,clasica,camara,0.24,0.15,0.43,0.8,0.28,181,-7.2,1
1708,Tema 1708,151,María García - Nuevo,2022,313,latin,regional-mexicano,0.9,0.94,0.68,0.49,0.16,68,-9.7,0
1709,Tema 1709,27,Sfdk - Regreso,2022,124,indie,indie-pop,0.54,0.7,0.66,0.68,0.33,167,-2.9,0
1710,Tema 1710,87,Alex Fernández - Regreso,2020,215,rap,trap,0.94,0.76,0.4,0.07,0.01,138,-14.3,1
1711,Tema 1711,140,Carlos Green - Tercero,2020,344,latin,regional-mexicano,0.78,0.83,0.89,0.56,0.06,176,-18.9,0
1712,Tema 1712,178,Miguel González - Reincidencia,2023,362,indie,indie-pop,0.51,0.38,0.7,0.46,0.23,124,-4.4,0
1713,Tema 1713,154,Francisco Rodríguez - Nuevo,2023,325,rap,trap,0.94,0.65,0.59,0.09,0.12,70,-28.5,0
1714,Tema 1714,60,Pink Floyd - Reflexión,2024,175,latin,bachata,0.77,0.79,0.68,0.48,0.31,169,-22.7,0
1715,Tema 1715,148,María Pérez - Reincidencia,2024,134,r&b,neo-soul,0.42,0.75,0.4,0.47,0.25,191,-20.3,1
1716,Tema 1716,77,Emma Torres - 25 Aniversario,2024,221,r&b,neo-soul,0.49,0.5,0.49,0.16,0.24,93,-25.0,0
1717,Tema 1717,14,Bad Bunny - Segundo Album,2022,192,rock,rock-progresivo,0.81,0.48,0.42,0.11,0.01,177,-29.2,0
