"usuario_id";"edad";"sexo";"ciudad";"tipo_suscripcion";"fecha_registro";"dispositivo_principal";"horas_escucha_mensual";"total_reproducciones";"canciones_distintas";"artistas_distintos";"ratio_completadas";"modo_reproduccion_favorito";"reproducciones_fin_semana";"generos_distintos";"genero_favorito";"puntuacion_media_dada"
4261;15;"F";"Vigo";"premium";"2019-08-24";"movil";77;13;13;13;0.6923;"busqueda";15.38;8;"pop";3.33
4262;44;"M";"Zaragoza";"premium";"2019-06-17";"movil";34;6;6;5;0.6667;"album";0.0;5;"indie";3.0
4263;49;"F";"Orense";"free";"2019-01-01";"movil";19;10;10;10;0.6;"busqueda";0.0;6;"rap";4.25
4264;59;"M";"Getafe";"premium";"2020-05-29";"movil";47;9;9;8;0.6667;"radio";55.56;7;"electronica";4.5
4265;34;"M";"Badajoz";"premium";"2022-04-13";"movil";72;10;10;10;0.9;"busqueda";50.0;5;"indie";4.5
4266;43;"No_especificado";"Orense";"premium";"2021-03-17";"movil";55;18;18;18;0.8333;"recomendacion";38.89;9;"rap";3.6
4267;26;"F";"Jerez";"free";"2022-12-12";"tablet";27;10;10;10;0.7;"busqueda";10.0;7;"indie";4.33
4268;18;"No_especificado";"Málaga";"premium";"2020-12-02";"movil";48;12;12;12;0.6667;"playlist";8.33;6;"flamenco";4.0
4269;14;"No_especificado";"Barcelona";"estudiante";"2021-02-20";"movil";5;13;13;11;0.6154;"recomendacion";30.77;7;"electronica";3.0
4270;28;"F";"Jerez";"premium";"2022-09-26";"tablet";70;6;6;5;0.8333;"recomendacion";16.67;4;"flamenco";3.33
4271;39;"M";"Vigo";"premium";"2019-08-31";"movil";43;10;10;8;0.9;"radio";20.0;6;"latin";3.5
4272;48;"M";"Jerez";"free";"2020-01-07";"movil";11;10;10;10;0.6;"album";0.0;7;"indie";2.67
4273;13;"M";"Sevilla";"premium";"2021-01-15";"movil";1;14;14;14;0.7143;"radio";21.43;7;"r&b";2.0
4274;13;"No_especificado";"Léida";"premium";"2019-11-21";"movil";61;11;11;11;0.8182;"album";27.27;8;"clasica";4.75
4275;20;"No_especificado";"Jaén";"estudiante";"2019-08-01";"tablet";61;9;9;9;0.4444;"album";33.33;4;"rap";5.0
4276;47;"F";"Cádiz";"premium";"2022-10-28";"pc";22;10;10;10;0.7;"playlist";30.0;8;"clasica";3.0
4277;33;"F";"Jerez";"premium";"2019-01-15";"movil";55;12;12;11;0.75;"playlist";16.67;8;"indie";3.0
4278;17;"F";"Bilbao";"free";"2023-09-04";"pc";40;7;7;6;1.0;"radio";57.14;5;"indie";4.2
4279;24;"M";"Murcia";"estudiante";"2023-02-04";"pc";40;11;11;11;0.7273;"album";9.09;6;"indie";3.33
4280;53;"No_especificado";"Huelva";"familiar";"2021-11-06";"movil";75;8;8;8;0.75;"album";12.5;5;"electronica";4.33
4281;39;"No_especificado";"Getafe";"premium";"2023-03-25";"movil";72;10;10;10;0.7;"radio";50.0;6;"r&b";4.5
4282;20;"No_especificado";"Santander";"free";"2022-10-11";"tablet";38;7;7;7;0.5714;"playlist";57.14;7;"reggaeton";0.0
4283;21;"F";"Lugo";"premium";"2021-02-14";"movil";34;9;9;9;0.6667;"playlist";11.11;5;"r&b";4.33
4284;24;"No_especificado";"Oviedo";"estudiante";"2023-08-26";"movil";34;8;8;8;0.75;"album";25.0;5;"pop";3.0
4285;37;"M";"Getafe";"premium";"2020-07-14";"pc";50;12;12;11;0.6667;"radio";16.67;7;"r&b";3.0
4286;22;"M";"Alcalá de Henares";"free";"2020-02-16";"movil";30;9;9;9;0.7778;"radio";55.56;6;"pop";3.75
4287;24;"F";"Huelva";"free";"2023-12-18";"movil";15;25;23;22;0.52;"radio";32.0;9;"r&b";4.0
4288;28;"No_especificado";"Vigo";"premium";"2023-07-14";"tablet";54;12;12;12;0.6667;"recomendacion";41.67;8;"flamenco";5.0
4289;32;"F";"Orense";"familiar";"2021-06-29";"movil";49;3;3;3;0.3333;"radio";66.67;3;"rap";3.75
4290;38;"No_especificado";"Badajoz";"premium";"2023-08-05";"movil";40;11;10;10;0.8182;"busqueda";18.18;7;"indie";4.33
4291;20;"F";"Málaga";"premium";"2020-12-15";"movil";15;10;10;10;0.6;"album";40.0;6;"clasica";2.5
4292;39;"No_especificado";"Almería";"premium";"2020-07-17";"pc";45;15;15;15;0.7333;"album";33.33;9;"indie";3.67
4293;30;"F";"Valencia";"familiar";"2023-01-08";"tablet";91;13;13;13;0.6923;"recomendacion";30.77;7;"rock";4.6
4294;22;"F";"Almería";"premium";"2021-06-25";"movil";17;12;12;12;0.5;"recomendacion";33.33;8;"r&b";2.0
4295;28;"M";"Gijón";"premium";"2022-10-23";"pc";51;14;14;14;0.5;"recomendacion";14.29;7;"indie";4.5
4296;24;"F";"Burgos";"estudiante";"2023-12-05";"movil";86;9;9;9;0.6667;"busqueda";22.22;8;"r&b";2.0
4297;13;"F";"Barcelona";"free";"2020-04-30";"pc";36;7;7;7;0.4286;"recomendacion";28.57;6;"indie";3.8
4298;37;"F";"Valencia";"premium";"2023-05-02";"tablet";54;9;9;9;0.6667;"busqueda";33.33;6;"electronica";0.0
4299;13;"F";"Toledo";"estudiante";"2021-12-25";"movil";82;8;8;8;0.625;"album";12.5;6;"rock";3.8
4300;15;"F";"Vigo";"free";"2022-04-03";"pc";12;5;5;5;1.0;"recomendacion";20.0;5;"rock";3.5
4301;25;"M";"Almería";"premium";"2021-04-13";"pc";53;10;10;10;0.9;"radio";20.0;6;"indie";5.0
4302;35;"No_especificado";"Orense";"premium";"2019-03-29";"movil";62;9;9;9;0.4444;"album";22.22;6;"clasica";4.5
4303;37;"M";"Jaén";"premium";"2020-03-29";"movil";50;8;8;8;0.875;"album";25.0;6;"electronica";5.0
4304;32;"F";"Málaga";"premium";"2020-12-21";"movil";23;7;7;7;0.5714;"busqueda";0.0;4;"r&b";3.25
4305;18;"M";"Murcia";"free";"2023-07-19";"tablet";33;7;7;7;0.4286;"radio";42.86;5;"electronica";5.0
4306;38;"M";"Burgos";"familiar";"2019-07-31";"movil";81;14;14;14;0.5714;"album";21.43;7;"rap";3.33
4307;21;"M";"Getafe";"free";"2021-01-09";"pc";33;9;9;9;0.7778;"recomendacion";33.33;5;"indie";4.11
4308;14;"F";"Huelva";"premium";"2020-02-26";"tablet";66;9;9;9;0.6667;"busqueda";0.0;8;"pop";4.0
4309;24;"F";"Jerez";"free";"2020-07-29";"movil";45;10;9;9;0.9;"album";20.0;8;"r&b";4.5
4310;13;"F";"Huelva";"premium";"2023-03-07";"movil";80;11;11;11;0.6364;"radio";36.36;6;"flamenco";3.4
4311;23;"M";"Girona";"free";"2020-02-07";"movil";14;10;10;10;0.7;"recomendacion";50.0;7;"pop";3.0
4312;30;"F";"Badajoz";"premium";"2019-08-17";"pc";31;12;12;12;1.0;"album";16.67;7;"indie";3.25
4313;27;"M";"Oviedo";"premium";"2023-08-03";"movil";30;13;13;13;0.6923;"album";30.77;7;"electronica";5.0
4314;19;"M";"Barcelona";"estudiante";"2020-01-02";"movil";62;7;7;7;0.7143;"busqueda";14.29;6;"indie";3.75
4315;17;"F";"Alicante";"premium";"2022-10-28";"movil";29;9;9;8;0.5556;"busqueda";55.56;5;"indie";2.5
4316;13;"F";"Tarragona";"estudiante";"2021-11-26";"movil";37;11;11;11;0.7273;"busqueda";36.36;8;"rap";3.25
4317;43;"F";"Jaén";"free";"2020-02-19";"tablet";7;5;5;5;0.8;"recomendacion";60.0;3;"rap";4.33
4318;19;"M";"Huelva";"premium";"2019-06-28";"smart_speaker";48;6;6;6;0.8333;"radio";16.67;4;"indie";3.0
4319;23;"F";"Léida";"free";"2023-11-01";"movil";53;12;12;12;0.75;"busqueda";25.0;7;"pop";0.0
4320;26;"F";"Orense";"premium";"2022-04-23";"movil";51;14;14;12;0.6429;"playlist";7.14;6;"flamenco";4.0
4321;39;"F";"Murcia";"premium";"2021-04-19";"movil";63;11;11;11;0.3636;"playlist";27.27;9;"rock";3.67
4322;30;"M";"Vigo";"free";"2023-10-29";"pc";17;8;8;8;0.5;"recomendacion";25.0;4;"rock";3.4
4323;52;"F";"Sevilla";"premium";"2021-09-11";"movil";43;12;12;12;0.8333;"recomendacion";33.33;7;"indie";4.0
4324;22;"No_especificado";"Alicante";"free";"2019-11-24";"tablet";10;12;12;12;0.5833;"recomendacion";25.0;6;"rap";3.83
4325;13;"No_especificado";"Vigo";"premium";"2019-07-14";"movil";61;10;10;10;0.7;"radio";50.0;7;"rock";5.0
4326;13;"M";"Granada";"estudiante";"2021-10-04";"pc";49;12;12;12;0.5;"album";25.0;7;"r&b";3.8
4327;25;"No_especificado";"Orense";"premium";"2020-09-01";"movil";89;13;13;11;0.7692;"album";46.15;6;"reggaeton";3.78
4328;13;"No_especificado";"Salamanca";"estudiante";"2020-05-23";"movil";27;11;11;11;0.6364;"recomendacion";36.36;8;"rap";3.0
4329;26;"F";"Madrid";"premium";"2020-11-15";"tablet";41;10;10;10;0.6;"playlist";10.0;7;"rap";4.0
4330;21;"M";"Girona";"estudiante";"2022-03-31";"movil";47;7;7;7;0.4286;"album";28.57;6;"clasica";4.0
4331;13;"F";"Cádiz";"free";"2019-09-01";"movil";25;10;10;10;0.8;"radio";30.0;5;"flamenco";4.0
4332;13;"F";"Valencia";"estudiante";"2021-10-12";"tablet";49;6;6;5;1.0;"recomendacion";16.67;4;"indie";3.0
4333;20;"M";"Tarragona";"free";"2021-06-22";"movil";35;7;7;7;0.8571;"radio";85.71;6;"latin";3.0
4334;49;"M";"Madrid";"premium";"2020-04-11";"movil";38;18;18;18;0.8333;"recomendacion";33.33;9;"indie";4.0
4335;44;"F";"Jerez";"free";"2020-03-12";"tablet";15;6;6;6;0.1667;"playlist";33.33;4;"pop";4.0
4336;16;"No_especificado";"Oviedo";"premium";"2022-11-14";"tablet";79;13;13;13;0.5385;"album";38.46;7;"r&b";4.0
4337;34;"F";"Córdoba";"premium";"2021-09-08";"tablet";45;9;9;9;0.8889;"playlist";22.22;7;"reggaeton";5.0
4338;36;"M";"Granada";"premium";"2019-08-30";"movil";50;13;13;13;0.6154;"playlist";23.08;7;"latin";4.0
4339;27;"No_especificado";"Almería";"familiar";"2023-06-10";"pc";20;10;10;10;0.9;"recomendacion";30.0;8;"electronica";3.5
4340;24;"F";"Almería";"premium";"2023-02-23";"movil";57;5;5;5;0.4;"radio";20.0;3;"clasica";3.75
4341;26;"No_especificado";"Orense";"familiar";"2020-10-28";"movil";87;15;15;14;0.6667;"album";13.33;7;"rock";4.0
4342;32;"F";"Badajoz";"premium";"2020-07-01";"movil";27;10;10;9;0.6;"playlist";30.0;7;"flamenco";3.4
4343;13;"No_especificado";"Burgos";"estudiante";"2023-03-01";"pc";46;12;12;12;0.8333;"recomendacion";8.33;7;"r&b";3.5
4344;21;"M";"Valencia";"premium";"2021-08-02";"movil";51;6;6;6;0.8333;"playlist";16.67;6;"pop";4.0
4345;19;"M";"Santander";"premium";"2019-11-13";"movil";32;7;7;7;0.5714;"playlist";28.57;6;"flamenco";4.75
4346;40;"M";"Alicante";"premium";"2023-03-03";"pc";47;12;12;12;0.6667;"playlist";16.67;5;"rap";0.0
4347;19;"No_especificado";"Valencia";"premium";"2019-09-24";"movil";45;11;11;11;0.8182;"busqueda";18.18;9;"rap";3.0
4348;44;"No_especificado";"Vigo";"premium";"2021-02-19";"pc";50;19;19;18;0.4211;"album";21.05;9;"rock";3.67
4349;35;"No_especificado";"Palma";"premium";"2020-05-18";"movil";29;11;11;11;0.6364;"recomendacion";27.27;8;"rap";4.0
4350;40;"F";"Badajoz";"premium";"2019-01-07";"smart_speaker";91;6;6;6;0.8333;"busqueda";33.33;4;"latin";4.0
4351;18;"No_especificado";"Alicante";"estudiante";"2023-07-04";"movil";20;12;12;11;0.8333;"radio";33.33;7;"electronica";4.0
4352;30;"M";"Murcia";"premium";"2022-10-30";"tablet";62;11;11;11;0.6364;"album";36.36;9;"clasica";3.0
4353;26;"M";"Alicante";"premium";"2019-10-26";"tablet";23;8;8;8;0.375;"recomendacion";37.5;6;"reggaeton";3.75
4354;26;"F";"Salamanca";"familiar";"2019-07-11";"pc";77;12;12;12;0.5;"radio";16.67;9;"rock";4.0
4355;23;"M";"Barcelona";"premium";"2020-08-21";"tablet";57;5;5;5;0.6;"radio";0.0;4;"latin";4.0
4356;41;"No_especificado";"Córdoba";"free";"2022-12-04";"movil";23;11;11;11;0.6364;"playlist";36.36;7;"r&b";4.0
4357;27;"F";"Orense";"free";"2019-09-16";"smart_speaker";32;4;4;4;1.0;"busqueda";0.0;3;"pop";0.0
4358;17;"No_especificado";"Alicante";"estudiante";"2023-05-21";"movil";26;9;9;8;0.5556;"busqueda";33.33;6;"pop";3.67
4359;24;"M";"Castellón";"premium";"2020-08-31";"pc";35;7;7;7;0.8571;"busqueda";0.0;5;"pop";4.33
4360;18;"M";"Orense";"premium";"2021-01-05";"pc";81;13;13;12;0.6923;"album";38.46;8;"electronica";5.0
4361;54;"No_especificado";"Léida";"premium";"2023-12-18";"tablet";37;9;9;9;0.7778;"busqueda";33.33;5;"latin";3.5
4362;29;"No_especificado";"Valladolid";"premium";"2020-07-08";"tablet";41;15;14;12;0.8;"radio";33.33;8;"r&b";4.67
4363;41;"No_especificado";"Burgos";"familiar";"2020-04-29";"movil";99;6;6;6;0.8333;"recomendacion";0.0;6;"reggaeton";2.0
4364;13;"M";"Palma";"premium";"2021-09-22";"movil";54;6;6;6;0.5;"recomendacion";50.0;4;"clasica";3.75
4365;13;"No_especificado";"Córdoba";"free";"2021-06-13";"pc";46;9;9;9;0.6667;"busqueda";0.0;5;"r&b";3.0
4366;33;"No_especificado";"Castellón";"familiar";"2023-11-13";"tablet";35;10;10;9;0.6;"album";40.0;4;"indie";4.33
4367;25;"M";"Cádiz";"familiar";"2021-01-17";"movil";51;12;12;11;0.5;"playlist";50.0;7;"indie";3.67
4368;34;"No_especificado";"Orense";"premium";"2022-09-16";"pc";65;11;11;11;0.8182;"recomendacion";9.09;8;"reggaeton";4.5
4369;14;"F";"Valencia";"premium";"2020-05-14";"movil";81;16;16;16;0.6875;"playlist";31.25;6;"rap";5.0
4370;47;"No_especificado";"Huelva";"free";"2023-01-30";"movil";6;11;11;11;0.5455;"recomendacion";18.18;7;"clasica";4.0
4371;28;"F";"Tarragona";"premium";"2020-06-20";"tablet";79;10;10;10;0.5;"recomendacion";40.0;6;"rock";3.75
4372;42;"M";"Santander";"premium";"2019-01-31";"movil";38;13;13;12;0.6154;"playlist";0.0;6;"pop";4.0
4373;37;"No_especificado";"Oviedo";"premium";"2022-04-13";"pc";104;18;18;18;0.7222;"recomendacion";27.78;10;"rap";5.0
4374;29;"F";"Barcelona";"premium";"2021-11-11";"tablet";32;10;10;10;0.7;"playlist";10.0;8;"r&b";4.0
4375;30;"F";"Getafe";"premium";"2022-12-28";"pc";49;14;14;14;0.5714;"busqueda";21.43;7;"indie";4.0
4376;21;"F";"Barcelona";"free";"2021-06-27";"movil";26;7;7;7;0.8571;"busqueda";0.0;4;"latin";3.17
4377;13;"F";"Castellón";"estudiante";"2023-05-25";"movil";33;7;7;7;0.7143;"album";14.29;5;"flamenco";3.33
4378;37;"M";"Cádiz";"premium";"2023-10-30";"pc";9;15;15;14;0.7333;"recomendacion";40.0;9;"flamenco";2.0
4379;38;"M";"Lugo";"premium";"2023-03-30";"movil";4;8;8;8;0.75;"radio";50.0;5;"r&b";5.0
4380;13;"F";"Léida";"premium";"2023-05-09";"pc";35;7;7;7;0.4286;"playlist";0.0;6;"rock";3.63
4381;31;"F";"Girona";"premium";"2021-10-06";"movil";71;7;7;7;0.4286;"album";14.29;5;"rap";4.75
4382;28;"M";"Cádiz";"premium";"2020-08-04";"pc";40;12;12;12;0.5833;"recomendacion";33.33;6;"rap";3.5
4383;34;"M";"Lugo";"familiar";"2021-07-05";"movil";33;6;6;6;0.6667;"busqueda";33.33;5;"latin";3.67
4384;29;"No_especificado";"Almería";"free";"2021-09-15";"movil";2;10;10;9;0.6;"radio";20.0;6;"pop";4.0
4385;28;"M";"Girona";"premium";"2019-05-08";"pc";42;10;10;10;0.7;"busqueda";20.0;6;"indie";4.0
4386;18;"F";"Oviedo";"premium";"2022-01-26";"tablet";48;6;6;6;0.6667;"album";0.0;6;"rock";4.6
4387;29;"No_especificado";"Getafe";"premium";"2021-08-03";"pc";68;6;6;5;1.0;"busqueda";0.0;4;"rap";4.5
4388;13;"M";"Huelva";"estudiante";"2021-05-23";"tablet";48;11;11;11;0.8182;"busqueda";36.36;6;"flamenco";2.0
4389;18;"F";"Getafe";"free";"2022-09-11";"pc";33;6;6;6;0.6667;"recomendacion";33.33;5;"rap";3.86
4390;37;"F";"Cádiz";"premium";"2022-04-15";"movil";55;7;7;6;0.7143;"album";28.57;5;"rap";3.6
4391;19;"M";"Léida";"free";"2021-06-01";"tablet";33;11;11;10;0.8182;"album";27.27;6;"electronica";3.0
4392;13;"M";"Alcalá de Henares";"premium";"2020-09-08";"pc";10;10;10;10;0.8;"busqueda";30.0;8;"pop";3.75
4393;13;"M";"Girona";"free";"2019-10-30";"movil";19;15;14;13;0.7333;"playlist";33.33;8;"electronica";4.0
4394;36;"M";"Zaragoza";"premium";"2020-08-02";"movil";0;7;7;7;0.7143;"radio";28.57;5;"flamenco";3.5
4395;43;"No_especificado";"Granada";"familiar";"2020-07-19";"tablet";63;12;12;11;0.5833;"playlist";50.0;6;"rap";3.33
4396;13;"No_especificado";"Sevilla";"free";"2019-04-25";"tablet";21;5;5;5;1.0;"busqueda";0.0;4;"r&b";5.0
4397;41;"F";"Almería";"premium";"2023-06-07";"smart_speaker";56;12;12;12;0.5833;"radio";75.0;8;"pop";3.5
4398;41;"F";"Cádiz";"free";"2021-06-10";"movil";0;8;8;8;0.375;"radio";12.5;6;"reggaeton";3.25
4399;23;"F";"Salamanca";"estudiante";"2020-02-21";"smart_speaker";26;9;9;8;0.6667;"recomendacion";11.11;4;"rap";3.43
4400;48;"No_especificado";"Jaén";"premium";"2022-12-03";"smart_speaker";57;14;14;14;0.9286;"album";28.57;8;"indie";3.0
4401;62;"F";"Lugo";"familiar";"2019-04-21";"pc";45;12;12;12;0.6667;"album";25.0;5;"pop";2.5
4402;19;"F";"Madrid";"premium";"2020-09-09";"pc";42;11;11;11;0.5455;"playlist";54.55;7;"pop";0.0
4403;44;"M";"Barcelona";"familiar";"2021-10-26";"pc";49;11;11;11;0.7273;"busqueda";9.09;6;"pop";3.2
4404;29;"F";"Granada";"premium";"2019-06-12";"pc";46;12;12;12;0.75;"busqueda";33.33;6;"electronica";3.5
4405;28;"F";"Jaén";"premium";"2022-02-19";"movil";31;6;6;6;0.5;"recomendacion";0.0;5;"latin";4.0
4406;26;"No_especificado";"Jerez";"premium";"2022-04-09";"movil";41;8;8;8;0.875;"recomendacion";12.5;5;"indie";5.0
4407;27;"F";"Valencia";"premium";"2023-05-14";"movil";63;15;15;13;0.6;"playlist";20.0;8;"reggaeton";4.0
4408;49;"M";"Zaragoza";"familiar";"2022-09-30";"pc";34;8;8;8;0.875;"radio";25.0;7;"rap";4.5
4409;23;"No_especificado";"Orense";"premium";"2021-11-02";"movil";28;3;3;3;1.0;"recomendacion";66.67;2;"reggaeton";4.67
4410;30;"M";"Málaga";"premium";"2019-03-10";"pc";34;13;13;13;0.9231;"playlist";23.08;10;"rap";5.0
4411;30;"No_especificado";"Granada";"premium";"2022-05-08";"pc";67;13;12;11;0.6923;"album";30.77;7;"latin";3.67
4412;13;"M";"Murcia";"free";"2019-03-31";"movil";27;8;8;8;0.875;"album";37.5;7;"reggaeton";4.0
4413;22;"M";"Granada";"free";"2022-11-05";"movil";26;11;11;10;0.8182;"radio";18.18;6;"rap";3.0
4414;17;"M";"Huelva";"premium";"2020-05-12";"movil";68;13;13;13;0.7692;"album";30.77;7;"latin";4.33
4415;38;"M";"Almería";"premium";"2022-01-17";"movil";56;8;8;8;0.625;"playlist";37.5;6;"flamenco";3.4
4416;37;"M";"Zaragoza";"premium";"2022-02-20";"movil";30;11;11;11;0.8182;"recomendacion";18.18;6;"indie";4.0
4417;20;"F";"Oviedo";"premium";"2021-07-10";"movil";60;9;9;9;0.7778;"busqueda";22.22;6;"rock";4.0
4418;18;"F";"Léida";"premium";"2021-06-04";"pc";73;14;14;14;0.5714;"radio";35.71;10;"r&b";4.0
4419;24;"F";"Córdoba";"premium";"2023-02-22";"pc";55;15;15;14;0.8;"playlist";26.67;6;"clasica";4.33
4420;53;"No_especificado";"Málaga";"free";"2020-01-16";"movil";9;11;11;11;0.6364;"playlist";18.18;7;"rock";4.0
4421;28;"F";"Huelva";"premium";"2020-08-21";"pc";66;6;6;6;0.8333;"recomendacion";33.33;5;"reggaeton";3.5
4422;39;"F";"Tarragona";"premium";"2020-07-16";"movil";38;8;8;8;0.5;"busqueda";50.0;5;"rap";4.0
4423;21;"No_especificado";"Granada";"estudiante";"2023-04-19";"movil";44;20;20;20;0.65;"busqueda";40.0;9;"rock";5.0
4424;45;"F";"Huelva";"premium";"2021-04-12";"movil";39;7;7;6;0.4286;"album";14.29;4;"clasica";3.5
4425;28;"No_especificado";"Burgos";"premium";"2021-11-27";"pc";36;12;11;11;0.5;"album";33.33;8;"flamenco";3.75
4426;36;"F";"Léida";"free";"2023-08-17";"pc";22;12;12;12;0.75;"playlist";16.67;8;"pop";4.0
4427;15;"No_especificado";"Palma";"estudiante";"2020-09-29";"movil";25;10;10;10;0.6;"album";40.0;7;"pop";4.0
4428;13;"M";"Tarragona";"premium";"2020-06-10";"movil";28;14;14;14;0.5714;"recomendacion";50.0;7;"pop";5.0
4429;37;"No_especificado";"Santander";"premium";"2020-05-25";"pc";71;10;10;9;0.8;"radio";40.0;5;"indie";4.0
4430;36;"F";"Vigo";"free";"2020-09-28";"movil";28;9;9;8;0.5556;"busqueda";55.56;7;"pop";4.5
4431;26;"F";"Madrid";"premium";"2019-11-09";"movil";60;12;12;11;0.8333;"recomendacion";41.67;7;"r&b";3.4
4432;31;"No_especificado";"Madrid";"premium";"2023-10-01";"pc";81;11;11;11;0.8182;"playlist";27.27;6;"pop";4.67
4433;26;"F";"Gijón";"premium";"2023-04-18";"pc";71;8;8;7;0.75;"playlist";62.5;4;"rock";4.0
4434;38;"F";"Orense";"familiar";"2019-05-11";"movil";82;8;8;7;0.5;"recomendacion";37.5;5;"rap";3.5
4435;13;"No_especificado";"Murcia";"estudiante";"2023-09-16";"movil";73;6;6;6;1.0;"playlist";16.67;5;"latin";3.33
4436;26;"M";"Almería";"free";"2022-09-23";"pc";13;10;10;10;0.4;"album";40.0;6;"rap";4.5
4437;13;"No_especificado";"Córdoba";"premium";"2020-06-29";"pc";44;7;7;7;0.7143;"album";28.57;5;"flamenco";4.0
4438;28;"M";"Sevilla";"premium";"2020-04-08";"movil";18;8;8;8;0.875;"playlist";25.0;6;"pop";3.0
4439;13;"No_especificado";"Gijón";"premium";"2019-04-20";"movil";54;7;7;7;0.5714;"album";14.29;6;"pop";4.5
4440;38;"M";"Salamanca";"familiar";"2021-11-20";"pc";65;5;5;5;0.6;"radio";40.0;5;"indie";4.67
4441;41;"No_especificado";"Orense";"premium";"2020-10-31";"tablet";43;7;7;7;0.7143;"album";0.0;5;"indie";3.75
4442;27;"F";"Santander";"premium";"2020-11-02";"movil";26;8;8;8;0.75;"busqueda";50.0;6;"electronica";3.67
4443;13;"F";"Léida";"premium";"2022-09-18";"pc";82;6;6;6;0.5;"playlist";33.33;5;"flamenco";4.2
4444;41;"F";"Jerez";"premium";"2021-10-25";"tablet";17;11;11;11;0.8182;"busqueda";45.45;7;"indie";4.5
4445;29;"M";"Castellón";"premium";"2020-11-21";"pc";42;6;6;6;0.6667;"radio";16.67;6;"rock";3.5
4446;24;"F";"Jaén";"free";"2022-08-27";"pc";13;8;8;8;0.75;"busqueda";25.0;5;"flamenco";4.5
4447;32;"No_especificado";"Badajoz";"premium";"2020-03-15";"pc";61;11;11;11;0.5455;"busqueda";27.27;7;"flamenco";4.6
4448;32;"M";"Jerez";"familiar";"2019-03-16";"tablet";56;5;5;5;0.4;"album";20.0;5;"electronica";3.5
4449;26;"F";"Castellón";"premium";"2020-01-31";"movil";63;10;10;9;0.5;"busqueda";20.0;6;"electronica";3.0
4450;33;"M";"Valencia";"familiar";"2019-05-06";"pc";62;14;14;14;0.7143;"playlist";21.43;9;"r&b";3.8
4451;27;"No_especificado";"Lugo";"premium";"2021-06-02";"movil";51;13;13;13;0.8462;"recomendacion";0.0;8;"indie";4.33
4452;22;"M";"Cádiz";"premium";"2019-10-09";"movil";61;10;10;10;0.7;"radio";20.0;8;"indie";3.75
4453;15;"No_especificado";"Málaga";"free";"2022-03-16";"movil";13;10;10;10;0.8;"busqueda";70.0;6;"indie";4.33
4454;35;"No_especificado";"Barcelona";"familiar";"2023-07-06";"movil";26;15;15;15;0.6667;"busqueda";33.33;8;"clasica";3.71
4455;13;"M";"Almería";"premium";"2020-04-03";"movil";46;8;8;7;0.75;"radio";12.5;5;"rock";3.0
4456;13;"F";"Sevilla";"premium";"2022-01-17";"tablet";19;10;10;9;0.7;"busqueda";40.0;6;"latin";4.33
4457;37;"M";"Murcia";"free";"2023-09-02";"movil";16;10;10;10;0.9;"busqueda";20.0;7;"indie";3.6
4458;43;"F";"Huelva";"free";"2021-04-21";"pc";1;8;8;8;0.75;"radio";25.0;5;"clasica";5.0
4459;26;"F";"Sevilla";"premium";"2023-05-16";"movil";52;7;7;7;0.7143;"playlist";28.57;6;"indie";3.33
4460;13;"No_especificado";"Bilbao";"free";"2019-01-04";"movil";35;6;6;6;0.6667;"album";16.67;6;"pop";2.5
4461;34;"No_especificado";"Lugo";"premium";"2022-06-14";"tablet";12;12;12;11;0.5833;"recomendacion";33.33;6;"reggaeton";4.5
4462;27;"F";"Valencia";"familiar";"2019-03-20";"pc";71;12;12;12;0.5833;"recomendacion";16.67;6;"electronica";4.5
4463;20;"M";"Orense";"premium";"2020-07-01";"movil";15;13;13;12;0.7692;"playlist";15.38;6;"indie";4.0
4464;31;"No_especificado";"Oviedo";"premium";"2022-04-03";"tablet";89;7;7;7;1.0;"busqueda";28.57;6;"r&b";3.8
4465;23;"No_especificado";"Barcelona";"estudiante";"2020-11-14";"movil";89;10;10;9;0.7;"playlist";20.0;8;"r&b";3.5
4466;18;"No_especificado";"Murcia";"estudiante";"2020-12-20";"movil";55;15;15;15;0.7333;"busqueda";20.0;9;"indie";3.5
4467;37;"M";"Oviedo";"premium";"2020-03-17";"movil";44;14;14;14;0.7143;"recomendacion";28.57;8;"electronica";3.0
4468;24;"M";"Valencia";"premium";"2020-10-01";"smart_speaker";59;12;12;12;0.6667;"radio";25.0;6;"indie";3.0
4469;50;"F";"Jaén";"familiar";"2023-02-07";"movil";69;6;6;6;0.8333;"album";16.67;5;"pop";3.5
4470;21;"M";"Toledo";"estudiante";"2019-03-24";"pc";45;13;13;13;0.9231;"recomendacion";23.08;7;"rock";4.17
4471;58;"M";"Córdoba";"premium";"2019-08-11";"movil";47;9;9;9;0.7778;"album";66.67;5;"clasica";4.33
4472;20;"F";"Santander";"premium";"2023-07-04";"pc";22;11;11;11;0.6364;"radio";9.09;4;"reggaeton";4.0
4473;13;"M";"Oviedo";"estudiante";"2021-07-04";"tablet";59;7;7;7;0.2857;"playlist";14.29;4;"r&b";5.0
4474;35;"M";"Oviedo";"premium";"2020-05-18";"tablet";37;15;15;15;0.5333;"recomendacion";53.33;8;"electronica";3.0
4475;27;"F";"Almería";"free";"2023-06-27";"movil";2;9;9;9;0.8889;"recomendacion";11.11;7;"pop";4.0
4476;29;"F";"Castellón";"free";"2021-03-26";"movil";27;12;12;11;0.5833;"recomendacion";33.33;7;"clasica";4.0
